Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-07-14T04:57:28.467,HFCL,214.63,-1.21,207.27,208.81,218.33,209.08,0.19,44.34,100.77,60.71,telecom,cables - telephone,44.09,-1.69,220.21,1.95,1.67,195.13,184.66,40.4,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,LAURUSLABS,1558.6,1.35,1494.6,1448.2,1506.67,1636.49,0.79,75.37,94.63,66.92,healthcare,pharmaceuticals - indian - bulk drugs & formln,38.34,3.45,52.67,0.3,0.63,1463.11,1398.3,24.78,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,CEMPRO,1583.7,1.08,1524.29,1445.4,1478.08,1742.14,0.27,28.08,45.5,79.71,realty,construction,61.69,7.15,92.5,1.01,0.91,1446.5,1351.89,19.96,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,WELCORP,1619.9,0.45,1560.06,1520.1,1524.58,1762.88,0.7,28.84,26.46,70.15,industrials,steel - large,37.87,6.25,100.74,0.95,0.88,1502.07,1432.61,19.66,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,GRANULES,897.65,0.88,867.54,849.0,844.15,977.9,0.85,27.27,36.73,78.46,healthcare,pharmaceuticals - indian - bulk drugs & formln,36.2,6.34,60.31,0.36,0.54,845.01,815.69,19.59,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,AEGISLOG,1293.6,3.81,1202.07,1195.2,1335.71,1230.44,0.46,27.66,50.55,68.48,services,trading,65.96,-3.15,71.88,0.6,0.6,1106.71,987.55,17.46,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,BHARATFORG,2145.6,1.35,2054.37,2083.0,2139.88,2154.18,0.46,110.37,95.02,61.76,industrials,castings & forgings,27.7,0.27,55.16,0.36,0.62,2028.12,1947.4,16.51,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,HONASA,472.25,0.03,451.78,460.5,464.06,484.53,0.21,55.43,76.79,74.26,services,trading,47.8,1.76,81.35,0.48,0.65,442.07,425.68,14.74,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,SAILIFE,1272.1,0.56,1229.9,1191.1,1221.14,1348.54,0.81,64.51,76.59,63.68,healthcare,pharmaceuticals - indian - bulk drugs & formln,22.61,4.17,44.36,0.22,0.37,1187.59,1140.12,14.34,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,NEULANDLAB,19019.0,-2.5,18256.42,18629.0,18942.83,19133.26,0.33,28.68,67.04,65.23,healthcare,pharmaceuticals - indian - bulk drugs,33.74,0.4,14.06,0.18,0.14,17638.76,17142.59,13.91,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,FEDERALBNK,332.5,0.8,320.75,323.0,330.09,336.12,0.36,15.28,18.82,66.92,bank,banks - private sector,33.73,0.73,27.6,0.2,0.41,319.04,312.95,13.82,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,ADANIGREEN,1546.5,0.64,1492.54,1481.2,1507.23,1605.41,0.8,165.93,160.26,58.74,power & utilities,power generation and supply,29.8,2.61,54.86,0.44,0.45,1439.8,1388.67,13.0,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,LTF,324.7,1.07,311.64,309.2,322.9,327.39,3.41,22.55,25.55,64.2,financials,finance & investments,28.33,0.56,5.86,-0.03,0.18,299.84,290.0,12.97,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,CGCL,256.65,1.76,246.23,234.1,238.47,283.92,0.6,21.82,25.41,80.64,financials,finance & investments,59.47,7.62,40.35,0.28,0.21,234.94,222.97,12.68,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,JBCHEPHARM,2460.0,1.01,2358.47,2386.8,2378.82,2581.77,1.39,96.85,54.35,80.06,healthcare,pharmaceuticals - indian - bulk drugs & formln,40.36,3.41,36.74,0.19,0.4,2355.25,2286.69,12.26,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,ACMESOLAR,378.8,0.48,358.24,361.5,376.16,382.76,0.59,41.17,45.97,63.13,realty,engineering - turnkey services,43.16,0.7,74.59,0.52,0.29,349.44,333.01,12.23,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,NAM-INDIA,1215.3,0.21,1175.02,1158.8,1196.64,1243.29,0.42,50.3,50.55,61.12,financials,finance & investments,20.39,1.56,48.49,0.25,0.27,1144.21,1098.6,12.12,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,RBLBANK,380.6,-0.01,367.45,358.25,363.73,405.9,0.86,24.03,26.54,60.06,bank,banks - private sector,19.67,4.64,25.32,0.13,0.16,357.88,342.34,11.87,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,TORNTPHARM,4951.1,1.01,4764.27,4778.8,4771.11,5221.08,1.5,107.54,77.35,78.08,healthcare,pharmaceuticals - indian - formulations,35.64,3.77,31.56,0.13,0.34,4740.27,4604.05,11.63,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,ABCAPITAL,407.45,-0.21,391.22,384.0,401.52,416.35,0.34,23.63,28.3,62.17,financials,finance & investments,26.88,1.48,12.09,0.05,0.29,384.1,367.64,11.42,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,ZYDUSWELL,592.65,0.03,571.14,553.0,577.07,616.02,0.45,29.11,26.6,64.91,fmcg,food - processing - indian,32.36,2.7,39.87,0.2,0.18,544.26,516.27,11.29,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,PAYTM,1386.5,3.33,1301.93,1208.0,1228.21,1623.94,1.73,120.78,160.47,79.85,i.t,miscellaneous,27.41,12.89,5.32,-0.02,0.04,1280.41,1211.73,10.83,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,SONACOMS,670.85,0.34,645.53,657.9,655.83,693.39,0.69,54.28,65.07,71.23,auto,auto ancillaries,40.32,2.29,40.07,0.34,0.35,634.99,610.85,10.79,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,PHOENIXLTD,2154.0,0.71,2071.23,2013.4,2063.62,2289.56,1.91,47.74,62.95,73.87,realty,construction,39.55,4.38,23.86,0.04,0.24,2019.24,1927.56,10.18,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,KARURVYSYA,308.4,0.9,295.08,291.5,295.59,327.62,0.84,10.28,11.4,60.06,bank,banks - private sector,10.04,4.33,27.16,0.04,0.23,287.25,274.99,9.99,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,CCL,1229.7,1.29,1166.4,1167.0,1182.33,1300.75,0.52,35.75,42.19,67.55,fmcg,tea,46.55,4.01,26.15,0.22,0.42,1153.14,1108.22,9.82,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,MINDACORP,704.35,0.78,671.84,679.5,693.93,719.98,0.34,33.29,46.01,67.04,auto,auto ancillaries,35.37,1.5,21.16,0.11,0.21,658.58,628.65,8.19,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,USHAMART,510.15,0.01,495.0,486.0,490.37,539.82,0.4,26.3,33.34,57.92,metals & mining,steel - medium / small,15.14,4.03,17.47,0.04,0.1,480.48,462.08,8.0,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,AJANTPHARM,3421.4,2.17,3273.2,3254.8,3334.45,3551.82,0.91,40.06,40.48,65.19,healthcare,pharmaceuticals - indian - formulations,36.5,2.61,30.56,0.11,0.37,3199.91,3042.4,7.92,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,OFSS,11746.0,0.82,11318.02,10780.0,11163.68,12619.48,1.6,30.36,38.7,75.64,i.t,computers - software - large,37.69,5.22,45.7,0.43,0.33,10960.51,10583.38,7.88,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,CAPLIPOINT,2616.1,1.26,2515.17,2501.6,2607.19,2629.47,0.34,29.22,31.01,65.21,healthcare,pharmaceuticals - indian - formulations,59.32,0.34,37.38,0.33,0.27,2410.76,2278.15,7.83,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,IPCALAB,1823.3,1.98,1724.8,1741.0,1745.64,1939.79,1.16,34.25,39.21,74.7,healthcare,pharmaceuticals - indian - bulk drugs & formln,36.33,4.45,25.71,0.09,0.39,1709.06,1638.59,7.63,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,GMRAIRPORT,114.68,1.93,109.37,110.31,112.92,117.32,0.65,98.86,674.59,65.3,miscellaneous,miscellaneous,27.35,1.56,14.94,0.03,0.19,109.22,105.43,7.2,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,WELSPUNLIV,174.14,4.8,160.2,161.8,169.59,180.96,1.32,40.31,76.38,66.58,textiles,textiles - products,29.17,2.68,32.62,0.27,0.31,160.45,151.02,6.93,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,GABRIEL,1265.0,1.14,1203.44,1215.0,1269.77,1257.85,0.94,68.3,72.04,61.76,auto,auto ancillaries,33.76,-0.38,29.6,0.15,-0.01,1171.21,1108.37,6.85,2026-07-14,,,,,,,,,,,
2026-07-14T04:57:28.467,GLENMARK,2301.3,0.81,2218.72,2212.6,2199.9,2453.4,1.01,53.87,47.69,60.12,healthcare,pharmaceuticals - indian - bulk drugs & formln,14.21,4.61,18.73,0.02,0.22,2179.86,2110.38,6.58,2026-07-14,,,,,,,,,,,
