Timestamp,Symbol,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Scan_Date
2026-04-13T03:34:26.563,SWANDEF,19331.43,18533.27,3825.68,-4.59,-0.08,3.3,786.79,2026-04-13
2026-04-13T03:34:26.563,WAAREEINDO,3216.31,2899.31,3960.19,21.12,0.34,-0.1,116.74,2026-04-13
2026-04-13T03:34:26.563,CUPID,148.47,128.56,119.2,42.5,0.02,0.09,1.15,2026-04-13
2026-04-13T03:34:26.563,PFOCUS,58.02,44.7,21.96,6.48,0.21,0.37,0.91,2026-04-13
2026-04-13T03:34:26.563,SIGMAADV,53.39,36.55,38.94,29.06,0.18,-0.12,0.2,2026-04-13
2026-04-13T03:34:26.563,MTARTECH,50.01,41.72,14.46,3.47,0.16,0.65,1.14,2026-04-13
2026-04-13T03:34:26.563,VENUSREM,49.89,34.48,33.16,10.24,0.32,0.33,1.11,2026-04-13
2026-04-13T03:34:26.563,LUMAXTECH,49.78,41.41,40.26,29.86,0.24,0.09,0.44,2026-04-13
2026-04-13T03:34:26.563,ROSSTECH,49.64,35.86,11.4,NaN,0.31,0.49,0.31,2026-04-13
2026-04-13T03:34:26.563,QPOWER,42.6,25.09,NaN,NaN,0.21,0.19,-0.08,2026-04-13
2026-04-13T03:34:26.563,STLTECH,40.15,26.43,-2.33,-0.3,0.33,1.33,0.92,2026-04-13
2026-04-13T03:34:26.563,SBC,37.89,33.27,17.86,1.78,0.04,0.15,0.48,2026-04-13
2026-04-13T03:34:26.563,GVT&D,37.61,38.97,14.55,20.56,0.08,0.32,0.29,2026-04-13
2026-04-13T03:34:26.563,BAJAJCON,36.34,32.84,10.29,0.85,0.17,0.56,0.78,2026-04-13
2026-04-13T03:34:26.563,MIRCELECTR,36.07,16.6,15.16,1.78,0.31,-0.1,0.23,2026-04-13
2026-04-13T03:34:26.563,JAYNECOIND,35.03,28.43,33.85,13.56,0.14,-0.1,0.13,2026-04-13
2026-04-13T03:34:26.563,KESORAMIND,34.91,-0.35,8.3,-11.29,0.26,-0.04,0.89,2026-04-13
2026-04-13T03:34:26.563,BHAGYANGR,34.88,25.93,23.14,-1.11,0.17,0.03,0.87,2026-04-13
2026-04-13T03:34:26.563,PRECWIRE,33.7,33.1,13.69,2.77,0.02,0.34,0.63,2026-04-13
2026-04-13T03:34:26.563,KMEW,33.41,25.83,17.01,NaN,0.14,0.03,0.6,2026-04-13
2026-04-13T03:34:26.563,NATIONALUM,33.36,29.05,17.18,0.95,0.07,0.2,0.92,2026-04-13
2026-04-13T03:34:26.563,INFOBEAN,33.34,18.74,34.49,6.22,0.28,-0.21,0.42,2026-04-13
2026-04-13T03:34:26.563,SMLMAH,32.98,60.05,44.18,20.22,0.04,-0.02,0.31,2026-04-13
2026-04-13T03:34:26.563,TATSILV,32.36,41.56,42.3,16.11,-0.08,-0.02,0.58,2026-04-13
