Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date
2026-07-14T17:18:06.495,HAPPYFORGE,0.51,2.91,8.33,industrials,castings & forgings,3236.52,2026-07-14
2026-07-14T17:18:06.495,UNIVASTU,0.59,14.74,21.1,realty,construction,126.9,2026-07-14
2026-07-14T17:18:06.495,CCL,1.02,4.37,6.44,fmcg,tea,8847.25,2026-07-14
2026-07-14T17:18:06.495,GNA,1.12,22.76,24.88,auto,auto ancillaries,753.21,2026-07-14
2026-07-14T17:18:06.495,VADILALIND,1.13,8.95,10.96,fmcg,food - processing - indian,1723.41,2026-07-14
2026-07-14T17:18:06.495,CAPLIPOINT,1.14,4.79,7.49,healthcare,pharmaceuticals - indian - formulations,5946.67,2026-07-14
2026-07-14T17:18:06.495,JNKINDIA,1.34,8.81,16.65,realty,engineering - turnkey services,954.8,2026-07-14
2026-07-14T17:18:06.495,INDOBORAX,1.48,11.87,19.76,chemicals,chemicals,1080.85,2026-07-14
2026-07-14T17:18:06.495,STYLAMIND,1.52,5.39,11.59,building materials,miscellaneous,2571.68,2026-07-14
2026-07-14T17:18:06.495,UFBL,1.75,5.14,12.38,consumer discretionary,hotels,1917.46,2026-07-14
2026-07-14T17:18:06.495,MANGLMCEM,1.77,3.71,6.2,building materials,cement - north india,1579.98,2026-07-14
2026-07-14T17:18:06.495,AURUM,1.78,11.06,13.58,i.t,computers - software - medium / small,966.13,2026-07-14
2026-07-14T17:18:06.495,NRL,1.8,15.06,18.28,services,trading,200.49,2026-07-14
2026-07-14T17:18:06.495,CONSOFINVT,1.83,13.25,22.97,financials,finance & investments,225.27,2026-07-14
2026-07-14T17:18:06.495,TBZ,1.88,18.89,34.98,consumer discretionary,diamond cutting / jewellery,448.99,2026-07-14
2026-07-14T17:18:06.495,YASHO,1.91,5.92,10.48,chemicals,chemicals,1206.93,2026-07-14
2026-07-14T17:18:06.495,PRIVISCL,2.07,5.22,7.14,chemicals,chemicals,5666.87,2026-07-14
2026-07-14T17:18:06.495,NEOGEN,2.3,7.99,13.28,chemicals,chemicals,2734.22,2026-07-14
2026-07-14T17:18:06.495,ALIVUS,2.42,2.75,6.97,healthcare,pharmaceuticals - indian - bulk drugs & formln,3592.87,2026-07-14
2026-07-14T17:18:06.495,SENORES,2.43,6.13,9.89,healthcare,pharmaceuticals - indian - formulations,3622.71,2026-07-14
2026-07-14T17:18:06.495,SAKAR,2.59,17.96,18.94,healthcare,pharmaceuticals - indian - bulk drugs & formln,964.87,2026-07-14
2026-07-14T17:18:06.495,INDOTECH,2.82,12.69,22.35,industrials,electric equipment,915.98,2026-07-14
2026-07-14T17:18:06.495,INDNIPPON,2.88,10.7,26.82,auto,auto ancillaries,810.76,2026-07-14
2026-07-14T17:18:06.495,IOLCP,2.92,8.48,12.53,healthcare,pharmaceuticals - indian - bulk drugs & formln,1924.22,2026-07-14
2026-07-14T17:18:06.495,TIPSMUSIC,3.16,3.82,9.89,media,entertainment / electronic media software,3224.95,2026-07-14
2026-07-14T17:18:06.495,ADOR,3.23,3.66,6.12,industrials,electrodes - welding equipment,1059.16,2026-07-14
2026-07-14T17:18:06.495,JETFREIGHT,3.27,18.66,18.66,transportation,transport - airlines,53.98,2026-07-14
2026-07-14T17:18:06.495,GANDHAR,3.29,8.06,12.19,energy,refineries,665.87,2026-07-14
2026-07-14T17:18:06.495,TEXINFRA,3.3,2.45,3.75,realty,construction,488.52,2026-07-14
2026-07-14T17:18:06.495,MMFL,3.37,4.49,9.14,industrials,castings & forgings,1087.82,2026-07-14
2026-07-14T17:18:06.495,THELEELA,3.41,4.37,7.54,services,hotels,3971.49,2026-07-14
2026-07-14T17:18:06.495,SSWL,3.47,6.86,10.0,auto,auto ancillaries,1529.62,2026-07-14
2026-07-14T17:18:06.495,ACMESOLAR,3.52,9.05,10.28,realty,engineering - turnkey services,7746.49,2026-07-14
2026-07-14T17:18:06.495,TRIVENI,3.64,7.24,9.72,fmcg,sugar,4033.34,2026-07-14
2026-07-14T17:18:06.495,JAYBARMARU,3.78,12.16,19.1,auto,auto ancillaries,876.52,2026-07-14
2026-07-14T17:18:06.495,SURYODAY,3.96,10.04,13.17,bank,banks - private sector,1542.98,2026-07-14
2026-07-14T17:18:06.495,WANBURY,3.99,26.34,30.09,healthcare,pharmaceuticals - indian - bulk drugs & formln,668.97,2026-07-14
2026-07-14T17:18:06.495,VARROC,4.03,4.02,7.32,auto,auto ancillaries,2546.57,2026-07-14
2026-07-14T17:18:06.495,HARRMALAYA,4.12,15.36,16.1,fmcg,miscellaneous,193.14,2026-07-14
2026-07-14T17:18:06.495,EQUITASBNK,4.23,6.05,10.45,bank,banks - private sector,9121.5,2026-07-14
2026-07-14T17:18:06.495,KDDL,4.3,6.99,11.99,consumer discretionary,miscellaneous,1993.06,2026-07-14
2026-07-14T17:18:06.495,NITINSPIN,4.39,5.37,6.68,textiles,textiles - cotton/blended,1350.76,2026-07-14
2026-07-14T17:18:06.495,NORTHARC,4.52,8.09,14.17,financials,finance & investments,5152.53,2026-07-14
2026-07-14T17:18:06.495,GHCLTEXTIL,4.61,3.6,8.84,textiles,textiles - spinning - synthetic / blended,833.88,2026-07-14
2026-07-14T17:18:06.495,TVSSCS,4.79,6.44,9.33,transportation,miscellaneous,3505.46,2026-07-14
2026-07-14T17:18:06.495,EPL,4.81,3.57,5.65,industrials,packaging,5540.08,2026-07-14
