Timestamp,Symbol,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Scan_Date
2026-05-08T12:41:13.934,CUPID,157.2,128.39,117.15,54.65,0.53,0.62,1.82,2026-05-08
2026-05-08T12:41:13.934,STLTECH,117.23,29.77,4.9,1.88,0.98,2.41,2.2,2026-05-08
2026-05-08T12:41:13.934,MTARTECH,87.62,47.23,24.97,17.31,0.67,1.17,1.58,2026-05-08
2026-05-08T12:41:13.934,SIGMAADV,84.19,46.59,28.85,53.61,1.0,0.96,0.53,2026-05-08
2026-05-08T12:41:13.934,BHAGYANGR,79.87,27.18,25.93,13.54,1.0,0.85,1.27,2026-05-08
2026-05-08T12:41:13.934,QPOWER,57.97,34.35,NaN,NaN,0.52,0.81,0.28,2026-05-08
2026-05-08T12:41:13.934,VENUSREM,51.95,48.28,42.07,9.3,0.11,0.29,1.34,2026-05-08
2026-05-08T12:41:13.934,LUMAXTECH,51.23,42.13,41.43,30.62,0.07,0.27,0.55,2026-05-08
2026-05-08T12:41:13.934,MIRCELECTR,49.22,32.64,15.75,9.63,0.52,0.38,0.58,2026-05-08
2026-05-08T12:41:13.934,BAJAJCON,48.84,32.84,23.79,7.98,0.35,0.51,0.89,2026-05-08
2026-05-08T12:41:13.934,KMEW,48.64,30.45,25.15,NaN,0.28,0.21,0.76,2026-05-08
2026-05-08T12:41:13.934,PRECWIRE,48.16,26.19,15.57,7.51,0.43,0.75,0.86,2026-05-08
2026-05-08T12:41:13.934,NETWEB,47.37,25.33,24.72,19.89,0.37,0.39,0.1,2026-05-08
2026-05-08T12:41:13.934,ROSSTECH,45.8,36.61,18.21,NaN,0.27,0.45,0.49,2026-05-08
2026-05-08T12:41:13.934,TDPOWERSYS,45.69,26.59,24.11,25.85,0.41,0.65,0.6,2026-05-08
2026-05-08T12:41:13.934,KESORAMIND,45.27,30.59,3.74,-11.3,0.14,0.31,1.3,2026-05-08
2026-05-08T12:41:13.934,GVPIL,44.82,16.07,2.48,-0.42,0.56,1.24,1.19,2026-05-08
2026-05-08T12:41:13.934,JAYNECOIND,42.95,37.09,22.41,23.32,0.48,0.62,0.5,2026-05-08
2026-05-08T12:41:13.934,GVT&D,42.86,28.22,23.93,20.23,0.26,0.41,0.53,2026-05-08
2026-05-08T12:41:13.934,PFOCUS,39.45,59.68,30.86,11.73,-0.11,0.29,0.67,2026-05-08
2026-05-08T12:41:13.934,BHARATSE,39.09,24.06,NaN,NaN,0.28,0.46,0.03,2026-05-08
2026-05-08T12:41:13.934,HINDCOPPER,38.73,28.67,41.62,7.51,0.13,-0.07,0.67,2026-05-08
2026-05-08T12:41:13.934,AXISCADES,38.19,16.41,15.03,52.17,0.35,0.95,0.36,2026-05-08
2026-05-08T12:41:13.934,SILVERADD,38.09,31.1,37.39,13.97,0.1,0.09,0.69,2026-05-08
2026-05-08T12:41:13.934,SILVERIETF,38.02,31.15,38.04,13.93,0.09,0.07,0.69,2026-05-08
2026-05-08T12:41:13.934,SILVER,38.01,30.99,36.68,13.9,0.09,0.1,0.69,2026-05-08
2026-05-08T12:41:13.934,SILVER1,38.0,31.08,35.95,13.82,0.09,0.11,0.69,2026-05-08
2026-05-08T12:41:13.934,TATSILV,37.93,31.01,36.89,13.89,0.09,0.09,0.69,2026-05-08
2026-05-08T12:41:13.934,SILVERAG,37.92,30.67,36.02,13.84,0.1,0.11,0.69,2026-05-08
2026-05-08T12:41:13.934,AXISILVER,37.88,31.25,37.8,13.77,0.09,0.08,0.69,2026-05-08
2026-05-08T12:41:13.934,SILVERBEES,37.86,30.9,36.79,13.8,0.09,0.09,0.69,2026-05-08
2026-05-08T12:41:13.934,IMFA,37.79,25.05,13.45,19.54,0.16,0.32,0.27,2026-05-08
2026-05-08T12:41:13.934,SBISILVER,37.79,30.81,35.9,13.84,0.09,0.11,0.69,2026-05-08
2026-05-08T12:41:13.934,SILVERCASE,37.78,30.86,NaN,NaN,0.09,0.07,0.69,2026-05-08
2026-05-08T12:41:13.934,SILVERBETA,37.74,30.75,35.68,13.89,0.1,0.11,0.68,2026-05-08
2026-05-08T12:41:13.934,HDFCSILVER,37.68,30.8,35.38,13.93,0.09,0.12,0.68,2026-05-08
2026-05-08T12:41:13.934,AEROFLEX,37.44,9.28,-4.73,0.16,0.72,1.44,1.26,2026-05-08
2026-05-08T12:41:13.934,SBC,35.01,36.02,22.48,9.57,0.08,0.2,0.43,2026-05-08
2026-05-08T12:41:13.934,NATIONALUM,34.97,31.55,23.67,2.59,-0.03,0.08,0.7,2026-05-08
2026-05-08T12:41:13.934,MCX,34.13,30.62,25.46,11.56,0.22,0.34,0.68,2026-05-08
2026-05-08T12:41:13.934,APEX,33.44,18.42,7.07,0.38,0.31,0.69,1.07,2026-05-08
