Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float
2026-08-17T14:24:16.959,NETWEB,5189.0,3.63,4908.13,4753.0,4859.54,5683.2,0.29,86.6,109.09,65.85,i.t,computers - hardware,26.21,6.78,62.81,0.54,0.56,4734.74,4429.04,30.91,2026-08-17,,,,
2026-08-17T14:24:16.959,HINDCOPPER,567.65,7.3,523.42,515.0,524.13,632.93,1.46,38.99,45.06,67.51,metals & mining,mining / minerals / metals,24.39,8.3,-0.87,-0.12,0.62,511.2,469.67,29.32,2026-08-17,,,,
2026-08-17T14:24:16.959,WELCORP,1887.1,0.74,1809.18,1816.5,1834.77,1965.59,0.05,11.89,21.39,74.98,industrials,steel - large,42.51,2.85,155.55,1.17,1.12,1800.12,1734.89,28.6,2026-08-17,,,,
2026-08-17T14:24:16.959,CHENNPETRO,1373.4,3.9,1295.56,1237.0,1309.38,1469.43,0.26,4.96,4.72,60.04,energy,refineries,24.89,4.89,57.01,0.44,0.46,1227.82,1119.83,24.68,2026-08-17,,,,
2026-08-17T14:24:16.959,NATIONALUM,388.35,3.28,370.34,375.0,383.34,395.87,0.29,8.9,10.23,56.81,metals & mining,aluminium and aluminium products,28.72,1.31,4.02,0.02,0.42,354.94,333.04,22.81,2026-08-17,,,,
2026-08-17T14:24:16.959,BHEL,432.95,2.67,413.36,401.65,405.73,473.78,0.26,100.22,60.33,64.41,industrials,electric equipment,20.33,6.71,62.07,0.56,0.44,409.2,393.14,20.53,2026-08-17,,,,
2026-08-17T14:24:16.959,MCX,2965.5,1.85,2834.26,2742.6,2725.66,3325.26,0.12,45.74,18.86,61.92,financials,miscellaneous,21.47,8.8,22.71,0.17,0.4,2776.06,2649.27,19.98,2026-08-17,,,,
2026-08-17T14:24:16.959,SONACOMS,807.45,1.95,783.02,790.0,810.78,802.45,0.2,69.61,70.71,68.57,auto,auto ancillaries,62.91,-0.41,74.95,0.41,0.53,764.97,739.95,19.12,2026-08-17,,,,
2026-08-17T14:24:16.959,NEULANDLAB,23624.0,1.3,22511.58,22281.0,21981.78,26087.33,0.36,51.31,60.11,73.78,healthcare,pharmaceuticals - indian - bulk drugs,43.71,7.47,65.64,0.67,0.38,21822.68,20672.69,19.06,2026-08-17,,,,
2026-08-17T14:24:16.959,MOTHERSON,168.4,0.06,164.23,166.71,164.27,174.59,0.08,42.96,40.55,72.46,auto,auto ancillaries,32.17,2.51,48.44,0.18,0.4,160.13,154.88,18.51,2026-08-17,,,,
