Timestamp,Symbol,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-04-30T12:07:25.38,FORCEMOT,23.6,33.23,41.58,33.88,-0.03,0.06,0.21,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,SOUTHWEST,23.52,19.89,8.44,3.42,0.17,0.33,0.73,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,ANANDRATHI,22.58,16.9,11.98,12.02,0.19,0.25,0.16,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,ADANIPOWER,21.44,11.23,5.45,10.1,0.41,0.61,0.29,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,THANGAMAYL,20.71,20.71,21.38,-2.57,0.15,0.16,0.94,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,MBAPL,20.45,13.14,9.68,17.59,0.15,0.32,0.3,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,DATAPATTNS,20.41,17.8,-0.46,3.83,0.3,0.78,0.46,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,GOKULAGRO,20.09,12.19,-0.97,4.62,0.28,0.54,0.46,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,LUMAXIND,20.07,22.85,23.68,24.29,0.02,0.06,-0.0,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,SHARDACROP,19.87,13.12,7.11,11.16,0.19,0.31,0.22,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,SCHNEIDER,19.85,7.99,-3.48,1.01,0.36,0.88,0.42,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,TFCILTD,19.6,27.45,22.8,34.78,0.12,0.2,0.01,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,GALLANTT,18.99,11.26,12.12,11.64,0.56,0.62,0.61,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,DEEDEV,18.96,1.8,-8.96,0.7,0.54,1.32,0.62,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,DYNAMATECH,18.88,10.16,1.75,1.03,0.28,0.47,0.46,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,SYRMA,18.33,17.17,5.77,20.3,0.16,0.45,0.23,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,MANINDS,18.12,3.28,-0.38,6.29,0.58,0.67,0.29,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,CHENNPETRO,17.93,15.21,9.52,-2.04,0.17,0.33,0.45,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,SJS,17.82,18.17,14.9,9.93,0.09,0.09,0.17,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,CUMMINSIND,17.82,12.71,8.09,4.63,0.13,0.34,0.25,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,SHRIPISTON,17.75,14.34,9.34,5.99,0.13,0.27,0.28,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,CCL,17.72,18.53,12.46,7.41,0.08,0.19,0.37,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,RISHABH,17.71,13.65,1.53,2.48,0.27,0.48,0.24,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,WHEELS,17.62,17.21,0.77,6.23,0.13,0.72,0.29,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,PROZONER,17.03,9.54,7.86,31.81,0.31,0.13,-0.07,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,SEAMECLTD,16.89,12.57,3.68,-8.51,0.14,0.35,0.84,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,AEROFLEX,16.74,8.7,-7.28,-4.05,0.28,0.9,0.79,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,GESHIP,16.72,11.89,4.31,-3.5,0.1,0.39,0.52,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,PRIVISCL,16.43,19.59,11.46,15.77,0.13,0.2,0.15,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-30T12:07:25.38,BHARATFORG,16.02,10.58,4.6,-2.23,0.07,0.31,0.44,2026-04-30,,,,,,,,,,,,,,,,,,,,
2026-04-29T12:42:04.307,MCX,,,,,,,,2026-04-29,2958.1,2.07,2804.76,2756.0,2847.17,3124.5,0.53,9.4,15.77,70.58,financials,miscellaneous,18.31,3.9,84.38,0.49,0.8,2785.42,2678.71,32.02
2026-04-29T12:42:04.307,POWERINDIA,,,,,,,,2026-04-29,33165.0,1.1,31884.3,30365.0,31293.01,35972.98,0.49,141.37,172.08,83.73,industrials,electric equipment,38.22,5.98,72.71,0.8,0.54,31233.45,29904.78,31.36
2026-04-29T12:42:04.307,ACUTAAS,,,,,,,,2026-04-29,2491.4,0.96,2410.8,2340.0,2346.41,2708.88,0.33,47.22,70.07,59.39,healthcare,pharmaceuticals - indian - bulk drugs,15.98,6.18,76.61,0.34,0.88,2307.18,2197.62,30.22
2026-04-29T12:42:04.307,GMDCLTD,,,,,,,,2026-04-29,737.85,3.28,698.35,654.0,697.3,798.68,0.98,44.13,22.97,70.13,metals & mining,mining / minerals / metals,30.62,5.82,22.59,0.17,0.71,662.68,614.45,28.36
2026-04-29T12:42:04.307,APARINDS,,,,,,,,2026-04-29,12107.5,2.07,11617.9,11379.5,11819.99,12538.76,0.5,58.2,48.95,65.7,industrials,electric equipment,40.73,2.43,38.62,0.23,0.34,11048.19,10346.21,27.15
2026-04-29T12:42:04.307,SCHNEIDER,,,,,,,,2026-04-29,1198.9,4.79,1111.32,1080.0,1117.11,1321.59,0.3,73.82,111.62,74.15,industrials,electric equipment,40.72,7.32,39.55,0.28,0.31,1068.92,971.43,20.44
2026-04-29T12:42:04.307,DATAPATTNS,,,,,,,,2026-04-29,4106.3,1.14,4008.49,3784.6,3769.53,4611.46,1.1,98.52,91.98,72.28,aerospace & defence,electronics - components,32.4,8.93,49.19,0.36,0.58,3629.99,3461.47,20.33
2026-04-29T12:42:04.307,CHENNPETRO,,,,,,,,2026-04-29,1143.2,6.61,1027.53,988.0,999.58,1358.62,1.82,2.99,5.15,64.63,energy,refineries,15.96,14.37,51.56,0.25,0.68,1003.23,900.05,18.73
2026-04-29T12:42:04.307,CUMMINSIND,,,,,,,,2026-04-29,5292.7,0.66,5146.27,5102.1,5204.91,5424.39,0.2,75.48,65.02,66.41,industrials,engines,24.67,1.69,33.09,0.14,0.35,5046.63,4894.17,17.94
2026-04-29T12:42:04.307,CCL,,,,,,,,2026-04-29,1137.7,3.13,1082.8,1078.0,1086.23,1214.9,0.37,37.77,39.12,60.01,fmcg,tea,19.83,4.74,26.72,0.23,0.27,1060.97,1010.63,17.32
2026-04-29T12:42:04.307,RBLBANK,,,,,,,,2026-04-29,343.05,6.95,315.36,306.1,317.51,381.36,2.25,21.66,22.37,65.47,bank,banks - private sector,20.66,8.04,24.69,-0.03,0.28,315.31,295.4,17.29
2026-04-29T12:42:04.307,SCI,,,,,,,,2026-04-29,309.9,2.24,300.47,284.61,294.0,333.75,1.72,8.92,12.46,71.9,transportation,shipping,32.38,5.41,33.49,0.09,0.48,280.59,265.19,17.17
2026-04-29T12:42:04.307,BHARATFORG,,,,,,,,2026-04-29,1939.4,2.35,1864.65,1836.0,1871.01,2041.99,0.64,87.68,80.15,65.79,industrials,castings & forgings,21.7,3.66,60.71,0.37,0.61,1835.65,1768.34,17.11
2026-04-29T12:42:04.307,GESHIP,,,,,,,,2026-04-29,1554.1,5.41,1453.34,1397.6,1389.39,1801.16,3.23,6.83,9.31,67.15,transportation,shipping,21.92,11.85,52.75,0.35,0.59,1430.16,1373.91,16.46
2026-04-29T12:42:04.307,BSE,,,,,,,,2026-04-29,3659.6,0.92,3547.89,3412.2,3580.4,3778.41,0.37,62.62,46.93,73.26,financials,miscellaneous,30.57,2.21,79.14,0.39,0.48,3490.71,3379.95,16.34
2026-04-29T12:42:04.307,GLENMARK,,,,,,,,2026-04-29,2427.8,1.0,2368.37,2212.1,2269.08,2665.88,0.59,42.47,63.69,72.64,healthcare,pharmaceuticals - indian - bulk drugs & formln,18.35,6.99,19.6,0.23,0.15,2280.21,2215.72,15.2
2026-04-29T12:42:04.307,ABCAPITAL,,,,,,,,2026-04-29,351.6,3.93,330.8,337.45,344.7,361.94,0.57,24.28,25.23,59.73,financials,finance & investments,15.0,2.0,23.04,0.04,0.25,328.87,314.12,15.16
2026-04-29T12:42:04.307,WELCORP,,,,,,,,2026-04-29,1266.2,3.25,1210.35,1122.0,1188.61,1382.59,1.95,18.44,16.61,90.19,industrials,steel - large,48.88,6.53,45.13,0.32,0.42,1164.42,1111.88,15.1
2026-04-29T12:42:04.307,RRKABEL,,,,,,,,2026-04-29,1623.8,0.92,1560.16,1400.0,1459.39,1870.42,1.76,38.81,40.11,72.08,industrials,cables - power,18.06,11.27,28.57,0.07,0.28,1500.45,1419.25,14.08
2026-04-29T12:42:04.307,MAHABANK,,,,,,,,2026-04-29,80.62,3.7,75.63,75.75,77.59,85.17,0.75,7.58,8.51,67.06,bank,banks - public sector,23.48,3.91,46.99,0.24,0.4,74.23,69.86,13.81
2026-04-29T12:42:04.307,LTF,,,,,,,,2026-04-29,289.7,1.37,279.46,284.71,289.52,289.98,0.26,22.49,23.97,58.99,financials,finance & investments,18.43,0.06,18.85,-0.01,0.41,272.68,260.67,13.79
2026-04-29T12:42:04.307,KARURVYSYA,,,,,,,,2026-04-29,296.3,0.9,285.38,291.2,284.27,314.34,0.28,10.37,11.32,55.17,bank,banks - private sector,14.38,4.23,41.45,0.1,0.31,278.89,266.62,13.48
2026-04-29T12:42:04.307,CUB,,,,,,,,2026-04-29,282.14,2.35,268.92,260.0,262.34,311.84,0.43,14.57,15.42,64.98,bank,banks - private sector,21.86,7.55,32.92,0.09,0.3,259.38,242.46,13.43
2026-04-29T12:42:04.307,EMCURE,,,,,,,,2026-04-29,1751.0,8.88,1619.94,1586.1,1607.12,1966.81,3.9,36.0,35.04,67.9,healthcare,pharmaceuticals - indian - bulk drugs & formln,10.77,8.95,32.13,0.22,0.22,1580.86,1471.26,13.0
2026-04-29T12:42:04.307,NAVINFLUOR,,,,,,,,2026-04-29,6730.0,1.55,6526.8,6250.5,6300.28,7374.57,0.84,46.5,61.35,65.93,chemicals,chemicals,14.02,6.82,41.71,0.24,0.35,6352.5,6155.38,12.92
2026-04-29T12:42:04.307,AUBANK,,,,,,,,2026-04-29,1033.25,1.02,999.16,1017.1,1037.24,1027.26,0.19,23.21,28.9,61.48,bank,banks - private sector,24.84,-0.39,39.37,0.08,0.36,972.03,930.06,12.92
2026-04-29T12:42:04.307,HBLENGINE,,,,,,,,2026-04-29,824.35,3.0,784.34,787.55,807.38,849.81,1.02,25.92,27.86,67.81,auto,auto ancillaries,19.59,2.1,0.61,-0.24,0.17,768.6,732.28,12.89
2026-04-29T12:42:04.307,GRAPHITE,,,,,,,,2026-04-29,744.3,1.04,723.93,717.05,718.16,783.51,0.31,53.16,43.72,68.44,industrials,electrodes - graphites,23.22,3.64,30.48,0.16,0.38,691.87,659.7,12.48
2026-04-29T12:42:04.307,FEDERALBNK,,,,,,,,2026-04-29,299.7,3.13,286.75,290.0,294.96,306.81,0.62,16.84,17.43,63.02,bank,banks - private sector,21.1,1.61,55.35,0.17,0.47,286.05,276.4,11.93
2026-04-29T12:42:04.307,DELHIVERY,,,,,,,,2026-04-29,472.0,1.42,454.08,441.65,463.96,484.05,0.32,222.64,228.14,62.27,transportation,miscellaneous,18.45,1.73,3.73,-0.09,-0.03,445.15,425.47,11.56
2026-04-29T12:42:04.307,GRANULES,,,,,,,,2026-04-29,710.1,0.7,681.35,670.3,679.42,756.12,0.92,28.68,31.37,77.86,healthcare,pharmaceuticals - indian - bulk drugs & formln,30.89,4.52,33.95,0.15,0.56,668.06,645.12,11.54
2026-04-29T12:42:04.307,SAILIFE,,,,,,,,2026-04-29,1065.5,1.67,1026.99,1011.8,988.42,1181.12,0.42,55.84,65.83,63.82,healthcare,pharmaceuticals - indian - bulk drugs & formln,15.32,7.8,20.87,0.09,0.15,990.67,947.04,11.47
2026-04-29T12:42:04.307,USHAMART,,,,,,,,2026-04-29,463.5,1.31,446.49,436.25,448.42,486.12,0.69,32.83,33.22,66.35,metals & mining,steel - medium / small,17.42,3.36,3.34,-0.08,0.32,433.88,414.17,11.25
2026-04-29T12:42:04.307,KAJARIACER,,,,,,,,2026-04-29,1229.85,1.47,1187.76,1178.0,1230.61,1228.71,0.23,55.8,51.86,73.32,building materials,ceramics - tiles / sanitaryware,43.22,-0.06,3.1,-0.07,-0.09,1162.21,1114.64,10.36
2026-04-29T12:42:04.307,ZYDUSWELL,,,,,,,,2026-04-29,500.5,2.25,476.57,477.1,504.22,494.92,0.06,-100.1,11.07,60.44,fmcg,food - processing - indian,41.56,-0.74,5.69,-0.07,0.25,461.09,432.78,9.31
2026-04-29T12:42:04.307,HINDZINC,,,,,,,,2026-04-29,617.15,0.17,593.98,572.8,600.41,642.27,0.53,12.95,18.82,62.66,metals & mining,mining / minerals / metals,19.46,2.79,32.35,0.21,0.43,574.37,547.04,9.24
2026-04-29T12:42:04.307,SBIN,,,,,,,,2026-04-29,1102.9,1.06,1066.68,1082.2,1088.1,1125.11,0.37,11.94,11.91,55.27,bank,banks - public sector,20.02,1.36,28.1,0.09,0.29,1060.94,1031.57,8.72
2026-04-29T12:42:04.307,RADICO,,,,,,,,2026-04-29,3405.5,0.19,3299.66,3162.5,3230.05,3668.67,0.26,73.58,87.99,71.9,fmcg,breweries & distilleries,39.66,5.43,14.95,-0.02,0.15,3170.0,3017.97,8.36
2026-04-29T12:42:04.307,JSL,,,,,,,,2026-04-29,784.85,1.42,753.18,763.55,780.02,792.09,0.28,19.5,21.67,58.41,metals & mining,steel - large,12.76,0.62,0.13,-0.1,0.12,747.31,720.15,7.84
2026-04-29T12:42:04.307,TITAN,,,,,,,,2026-04-29,4452.4,0.8,4322.0,4361.4,4509.44,4366.83,0.31,58.65,82.21,57.54,consumer discretionary,diamond cutting / jewellery,14.76,-1.26,31.79,0.1,0.24,4272.46,4157.5,7.83
2026-04-29T12:42:04.307,LLOYDSME,,,,,,,,2026-04-29,1761.8,0.57,1700.99,1661.1,1722.15,1821.28,0.61,22.17,37.32,85.07,metals & mining,mining / minerals / metals,45.79,2.3,38.07,0.23,0.23,1671.22,1614.49,7.79
2026-04-29T12:42:04.307,ADANIPORTS,,,,,,,,2026-04-29,1666.4,1.76,1612.0,1556.5,1605.82,1757.27,0.46,29.67,28.37,73.09,transportation,miscellaneous,25.7,3.77,18.48,0.08,0.2,1582.53,1525.23,7.79
2026-04-29T12:42:04.307,IDEA,,,,,,,,2026-04-29,10.37,4.22,9.81,9.37,9.49,11.68,0.95,-5.29,-3.77,67.48,telecom-service,telecommunications - service provider,20.74,9.23,23.04,0.01,0.52,9.67,9.33,7.61
2026-04-29T12:42:04.307,J&KBANK,,,,,,,,2026-04-29,135.4,5.35,125.65,124.3,129.25,144.63,0.91,6.41,6.61,64.49,bank,banks - private sector,14.99,4.76,32.11,0.15,0.25,124.97,117.43,7.48
2026-04-29T12:42:04.307,JBCHEPHARM,,,,,,,,2026-04-29,2064.8,1.04,1999.2,1960.2,1954.04,2230.94,0.34,40.87,42.34,59.26,healthcare,pharmaceuticals - indian - bulk drugs & formln,16.24,5.67,23.72,0.13,0.17,1978.76,1931.34,7.14
2026-04-29T12:42:04.307,SONACOMS,,,,,,,,2026-04-29,606.15,1.23,590.06,560.5,588.96,631.94,1.01,62.36,60.73,66.23,auto,auto ancillaries,26.14,2.92,48.09,0.15,0.31,568.71,545.88,6.78
2026-04-29T12:42:04.307,TORNTPHARM,,,,,,,,2026-04-29,4253.0,1.68,4116.0,4065.1,4067.8,4530.81,0.21,56.65,62.24,56.1,healthcare,pharmaceuticals - indian - formulations,15.84,4.55,20.44,0.1,0.14,4069.38,3960.07,6.55
2026-04-29T12:42:04.307,SCHAEFFLER,,,,,,,,2026-04-29,4318.4,0.82,4205.57,4172.3,4114.28,4624.59,0.24,52.41,58.2,62.22,industrials,bearings,24.46,4.96,5.34,0.03,0.08,4063.93,3904.78,6.5
2026-04-29T12:42:04.307,VTL,,,,,,,,2026-04-29,614.65,0.9,596.48,560.95,568.87,683.32,0.25,26.27,21.72,74.69,textiles,textiles - cotton/blended,26.06,8.05,48.83,0.31,0.52,575.44,549.84,6.27
2026-04-29T12:42:04.307,AIIL,,,,,,,,2026-04-29,500.6,2.46,483.14,480.1,458.41,563.88,0.13,13.16,2.28,59.29,financials,finance & investments,22.42,9.2,-16.49,-0.23,-0.16,457.21,425.07,6.14
2026-04-29T12:42:04.307,MANAPPURAM,,,,,,,,2026-04-29,297.2,1.52,287.24,285.15,282.54,319.19,0.38,26.35,64.2,66.92,financials,finance & investments,23.98,5.19,5.69,-0.01,0.12,279.38,267.72,6.06
2026-04-29T12:42:04.307,JPPOWER,,,,,,,,2026-04-29,20.4,2.26,19.6,18.67,19.79,21.32,1.14,NaN,27.33,70.76,power & utilities,power generation and supply,35.19,3.09,16.84,0.05,0.02,18.36,17.48,6.03
2026-04-29T12:42:04.307,LT,,,,,,,,2026-04-29,4118.6,2.0,3970.27,3978.5,4106.43,4136.85,0.3,44.06,34.16,60.65,realty,engineering - turnkey services,13.98,0.3,13.03,-0.05,0.09,3943.85,3813.19,5.78
2026-04-29T12:42:04.307,HSCL,,,,,,,,2026-04-29,581.0,1.68,558.65,522.0,529.44,658.34,0.8,36.49,37.89,83.81,chemicals,chemicals,30.48,9.74,25.74,0.13,0.26,529.58,498.47,5.69
2026-04-29T12:42:04.307,UNOMINDA,,,,,,,,2026-04-29,1141.0,1.0,1110.34,1091.2,1113.39,1182.42,0.52,59.43,57.14,56.58,auto,auto ancillaries,12.64,2.48,-12.56,-0.13,0.02,1072.4,1044.95,5.5
2026-04-29T12:42:04.307,COALINDIA,,,,,,,,2026-04-29,483.4,3.51,454.77,442.65,439.3,549.55,1.05,6.87,9.25,69.3,metals & mining,mining / minerals / metals,19.22,10.04,23.18,0.14,0.22,456.27,438.23,5.44
2026-04-29T12:42:04.307,ONGC,,,,,,,,2026-04-29,305.35,1.34,293.75,283.9,286.59,333.49,0.83,9.59,9.99,74.75,energy,oil drilling / allied services,33.62,6.55,27.54,0.12,0.26,291.47,283.22,5.42
2026-04-29T12:42:04.307,OIL,,,,,,,,2026-04-29,501.2,0.8,481.47,470.0,464.68,555.97,0.48,17.05,13.87,64.12,energy,oil drilling / allied services,22.12,7.86,20.97,0.12,0.14,473.85,456.43,5.29
2026-04-29T12:42:04.307,NESTLEIND,,,,,,,,2026-04-29,1460.2,1.4,1407.38,1382.1,1376.25,1586.12,0.96,63.27,66.95,81.46,fmcg,food - processing - mnc,41.95,6.1,24.46,0.06,0.28,1388.2,1339.51,4.94
