Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-05-06T17:01:02.325,NETWEB,4368.4,4.55,4146.38,3760.0,4048.8,4847.79,1.37,87.86,115.1,73.53,i.t,computers - hardware,28.91,7.89,7.56,0.06,0.96,3901.99,3633.79,45.79,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,HINDCOPPER,550.5,3.47,529.89,528.25,551.16,549.51,0.47,84.95,77.79,54.33,metals & mining,mining / minerals / metals,12.45,-0.12,64.42,0.48,1.2,516.33,493.7,35.68,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,ACUTAAS,2685.8,1.1,2610.72,2460.0,2473.52,3004.22,0.96,41.73,61.06,67.31,healthcare,pharmaceuticals - indian - bulk drugs,23.07,8.58,94.46,0.37,0.95,2454.35,2339.96,35.23,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,MCX,2973.2,2.44,2852.78,2862.0,2923.35,3047.97,0.6,9.45,15.79,67.64,financials,miscellaneous,23.71,1.71,85.89,0.44,0.73,2793.28,2674.54,31.99,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,LAURUSLABS,1177.6,1.16,1140.92,1080.0,1129.28,1250.08,1.86,56.94,70.68,65.95,healthcare,pharmaceuticals - indian - bulk drugs & formln,20.49,4.28,35.09,0.11,0.32,1106.76,1076.62,19.69,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,HFCL,141.46,9.85,125.44,104.61,115.37,180.6,4.14,29.23,60.46,91.02,telecom,cables - telephone,55.73,22.62,93.98,0.68,0.88,123.89,112.21,19.26,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,CEMPRO,944.1,3.43,893.07,676.2,762.08,1217.13,1.98,16.74,26.22,79.95,realty,construction,42.22,23.88,15.82,0.01,0.17,814.84,742.19,19.1,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,ABCAPITAL,369.3,2.34,357.21,337.55,348.64,400.3,1.16,21.42,25.06,67.06,financials,finance & investments,18.22,5.93,23.34,0.02,0.26,342.94,326.36,18.98,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,GESHIP,1575.1,3.37,1488.33,1483.0,1462.43,1744.1,1.0,6.92,9.62,65.19,transportation,shipping,28.47,7.7,58.42,0.34,0.56,1453.58,1378.65,18.2,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,LTF,300.3,3.39,288.56,277.38,290.6,314.85,1.2,23.32,24.37,64.55,financials,finance & investments,17.68,3.34,16.24,-0.01,0.38,281.95,270.88,17.84,2026-05-06,,,,,,,
2026-05-06T17:01:02.325,BSE,3852.1,3.38,3679.9,3568.0,3706.22,4070.92,0.88,65.92,48.23,79.04,financials,miscellaneous,34.3,3.94,85.09,0.39,0.49,3647.13,3513.3,17.67,2026-05-06,,,,,,,
