Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-13T01:15:20.191,ATHERENERG,1569.4,2.88,1480.88,1440.0,1398.45,1825.83,0.91,-295.0,-148.39,79.54,auto,automobiles - scooters and 3 - wheelers,58.94,12.22,147.96,0.99,1.19,1427.7,1332.03,66.34,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,HFCL,221.52,3.4,210.7,201.0,194.13,262.6,0.98,37.17,55.79,60.44,telecom,cables - telephone,18.11,14.11,241.95,1.82,1.99,202.65,190.59,48.76,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,NATIONALUM,420.0,8.25,390.53,376.5,368.86,496.72,3.35,9.62,10.55,78.06,metals & mining,aluminium and aluminium products,26.86,13.87,20.69,0.05,0.57,392.03,373.26,28.3,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,WELCORP,1867.6,1.67,1803.2,1791.1,1767.1,2018.36,0.57,11.77,20.97,75.11,industrials,steel - large,40.13,5.69,147.8,1.06,1.07,1766.84,1696.67,27.6,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,HINDCOPPER,547.7,2.7,519.01,522.0,507.5,607.99,7.29,37.62,45.43,66.52,metals & mining,mining / minerals / metals,22.37,7.92,5.18,-0.16,0.61,500.68,487.61,27.59,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,APARINDS,18000.0,7.48,16513.0,15531.0,15316.03,22025.96,2.16,38.67,56.94,76.75,industrials,electric equipment,33.56,17.52,119.83,0.75,0.9,16291.21,15474.61,25.58,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,GRANULES,864.8,0.44,837.31,835.05,823.38,926.94,0.26,29.78,31.82,56.24,healthcare,pharmaceuticals - indian - bulk drugs & formln,20.27,5.03,43.69,0.37,0.53,814.5,781.98,20.81,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,BELRISE,261.35,2.91,248.54,240.85,240.57,292.52,1.83,42.7,41.57,73.1,auto,auto ancillaries,23.07,8.64,50.55,0.32,0.59,245.57,240.59,19.95,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,MCX,2970.1,2.59,2822.5,2603.2,2620.91,3493.88,2.16,45.81,18.75,64.04,financials,miscellaneous,20.82,13.32,35.6,0.11,0.4,2760.99,2621.95,19.81,2026-08-13,,,,,,,,,,,
2026-08-13T01:15:20.191,SONACOMS,804.5,0.56,781.45,786.25,799.41,812.13,0.76,69.35,71.43,70.77,auto,auto ancillaries,63.65,0.64,75.06,0.4,0.53,755.73,722.36,19.53,2026-08-13,,,,,,,,,,,
