Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,Lod dist%,E_s50,Avg_true_range,Adr%,Vars,Smavars,Ma_x,Rvol,Market_cap,Scan_Date,Low,Max2,R_vol,Rsi,W rsi,Adx,Lod dist,Adr p - adr%,Custom_indicator_69505,Low 2%,Low5,Rs,Is,Tps,Rs score
2026-03-18T14:33:55.561,ABSLAMC,,,974.55,1.71,,936.46,1031.68,26.11,27.22,financials,finance & investments,,0.1,0.17,,,,,4.07,,,,,,,,,,,,2026-03-18,,,0.81,60.45,,27.96,,,,939.23,922.3,8.82,864.17,797.68,14.17
2026-03-18T14:33:55.561,GESHIP,,,1436.4,0.7,,1398.46,1493.31,6.31,9.01,transportation,shipping,,0.25,0.34,,,,,2.71,,,,,,,,,,,,2026-03-18,,,1.01,60.35,,27.74,,,,1380.23,1343.7,46.21,1296.25,1229.23,13.9
2026-03-18T14:33:55.561,EMCURE,,,1543.4,2.52,,1455.14,1675.79,31.73,32.8,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.06,0.19,,,,,6.07,,,,,,,,,,,,2026-03-18,,,0.4,57.31,,15.16,,,,1458.34,1420.1,5.03,1413.0,1321.7,13.43
2026-03-18T14:33:55.561,GLENMARK,,,2179.4,1.56,,2175.0,2186.0,38.13,56.86,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.05,0.15,,,,,0.2,,,,,,,,,,,,2026-03-18,,,1.42,57.71,,14.45,,,,2100.24,2136.0,12.03,2031.15,1978.17,12.37
2026-03-18T14:33:55.561,SCHNEIDER,,,895.0,0.66,,888.46,904.81,55.11,86.74,industrials,electric equipment,,-0.08,0.06,,,,,0.74,,,,,,,,,,,,2026-03-18,,,0.1,57.44,,29.44,,,,862.4,842.1,5.66,813.34,765.1,10.56
2026-03-18T14:33:55.561,WAAREEENER,,,3183.0,10.4,,2560.42,4116.87,21.54,25.33,industrials,electric equipment,,-0.16,0.03,,,,,24.32,,,,,,,,,,,,2026-03-18,,,2.91,69.28,,22.89,,,,2832.2,2615.0,4.81,2860.34,2659.14,10.46
2026-03-18T14:33:55.561,SAILIFE,,,1010.45,2.46,,1002.85,1021.85,52.96,61.94,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.04,0.23,,,,,0.76,,,,,,,,,,,,2026-03-18,,,0.64,57.74,,15.4,,,,961.53,938.0,10.98,929.81,874.52,10.21
2026-03-18T14:33:55.561,ADANIENSOL,,,1037.3,3.67,,971.74,1135.64,56.38,53.2,power & utilities,power generation and supply,,0.14,0.14,,,,,6.75,,,,,,,,,,,,2026-03-18,,,0.81,58.39,,10.89,,,,980.0,969.9,25.36,956.28,902.01,8.26
2026-03-18T14:33:55.561,J&KBANK,,,123.41,1.91,,122.5,124.77,5.84,6.23,bank,banks - private sector,,0.09,0.04,,,,,0.74,,,,,,,,,,,,2026-03-18,,,0.96,59.61,,21.31,,,,118.39,116.49,18.08,110.71,102.27,7.61
2026-03-18T14:33:55.561,TIMKEN,,,3389.5,1.32,,3373.64,3413.29,116.88,56.32,industrials,bearings,,0.02,-0.01,,,,,0.47,,,,,,,,,,,,2026-03-18,,,0.75,55.74,,19.09,,,,3271.73,3310.3,15.34,3131.78,2959.69,6.56
2026-03-18T14:33:55.561,AJANTPHARM,,,3066.6,1.52,,2977.83,3199.75,34.99,37.21,healthcare,pharmaceuticals - indian - formulations,,0.11,0.1,,,,,2.98,,,,,,,,,,,,2026-03-18,,,0.84,58.81,,20.74,,,,2968.71,2930.0,13.46,2834.06,2707.16,5.39
2026-03-18T14:33:55.561,ABB,,,6343.0,0.52,,6177.72,6590.93,77.62,80.14,industrials,electric equipment,,0.08,0.05,,,,,2.68,,,,,,,,,,,,2026-03-18,,,0.5,63.2,,35.36,,,,6154.89,6146.0,25.16,5949.5,5726.87,5.17
2026-03-18T14:33:55.561,FACT,,,817.4,0.63,,744.65,926.52,-194.62,1889.07,chemicals,fertilizers,,-0.24,-0.16,,,,,9.77,,,,,,,,,,,,2026-03-18,,,0.46,54.84,,34.23,,,,788.41,785.0,-16.54,695.52,624.41,5.14
2026-03-18T14:33:55.561,ACMESOLAR,,,250.48,1.4,,231.99,278.21,33.31,30.53,realty,engineering - turnkey services,,-0.24,-0.03,,,,,7.97,,,,,,,,,,,,2026-03-18,,,0.58,61.54,,18.43,,,,240.46,223.4,-11.62,225.71,209.66,4.95
2026-03-18T14:33:55.561,KSB,,,813.7,6.91,,752.2,905.95,43.75,48.98,industrials,pumps,,-0.13,-0.05,,,,,8.18,,,,,,,,,,,,2026-03-18,,,1.14,68.4,,17.66,,,,743.67,738.3,0.99,749.21,710.19,3.53
2026-03-18T14:33:55.561,ZENTEC,,,1435.4,0.76,,1394.16,1497.26,58.92,48.7,aerospace & defence,miscellaneous,,-0.18,-0.28,,,,,2.96,,,,,,,,,,,,2026-03-18,,,0.43,60.77,,12.9,,,,1391.89,1330.0,0.99,1325.78,1259.06,3.0
2026-03-18T14:33:55.561,POWERGRID,,,299.85,0.45,,296.21,305.31,16.66,17.87,power & utilities,power generation and supply,,-0.05,-0.01,,,,,1.23,,,,,,,,,,,,2026-03-18,,,0.33,56.17,,15.44,,,,292.82,291.4,4.17,282.83,274.41,2.68
2026-03-18T14:33:55.561,PFC,,,430.75,3.04,,400.6,475.97,5.65,5.47,financials,finance - term-lending institutions,,-0.03,0.01,,,,,7.53,,,,,,,,,,,,2026-03-18,,,1.31,60.63,,20.38,,,,410.13,396.55,5.12,397.91,377.47,1.96
2026-03-18T14:33:55.561,LLOYDSME,,,1253.6,1.4,,1153.03,1404.46,15.77,26.34,metals & mining,mining / minerals / metals,,-0.13,-0.22,,,,,8.72,,,,,,,,,,,,2026-03-18,,,0.84,57.08,,11.84,,,,1197.56,1119.9,-10.23,1140.6,1063.45,1.17
2026-03-18T14:33:55.561,CGCL,,,170.88,0.69,,158.79,189.02,16.06,18.23,financials,finance & investments,,-0.15,-0.01,,,,,7.62,,,,,,,,,,,,2026-03-18,,,0.15,52.76,,18.42,,,,166.32,163.49,-9.04,159.23,152.77,0.97
2026-03-18T14:33:55.561,NTPCGREEN,,,98.18,2.14,,90.3,110.0,1227.25,145.64,power & utilities,power generation and supply,,-0.13,-0.11,,,,,8.73,,,,,,,,,,,,2026-03-18,,,0.87,67.09,,26.9,,,,93.88,85.23,-3.88,87.27,80.08,0.16
2026-03-18T14:33:55.561,THERMAX,,,3302.9,1.99,,3158.15,3520.02,45.57,53.49,industrials,electric equipment,,-0.09,-0.08,,,,,4.58,,,,,,,,,,,,2026-03-18,,,1.12,64.24,,15.4,,,,3122.28,3087.0,-0.06,3063.0,2897.77,-0.05
2026-03-18T14:33:55.561,JSWENERGY,,,510.85,1.0,,490.03,542.08,52.99,38.76,power & utilities,power generation and supply,,-0.13,-0.04,,,,,4.25,,,,,,,,,,,,2026-03-18,,,0.77,59.45,,15.08,,,,494.21,484.0,-4.13,475.54,452.66,-0.14
2026-03-18T14:33:55.561,NHPC,,,77.38,0.64,,72.59,84.57,87.93,24.41,power & utilities,power generation and supply,,-0.18,-0.12,,,,,6.6,,,,,,,,,,,,2026-03-18,,,1.33,58.49,,19.07,,,,75.01,72.76,-4.87,73.5,71.41,-0.29
2026-03-18T14:33:55.561,WELCORP,,,823.65,1.14,,795.47,865.92,11.99,11.03,industrials,steel - large,,-0.15,-0.15,,,,,3.54,,,,,,,,,,,,2026-03-18,,,0.43,53.97,,11.7,,,,792.92,784.0,-6.26,761.39,716.74,-0.3
2026-03-18T14:33:55.561,VGUARD,,,330.55,2.32,,304.05,370.3,63.57,49.25,industrials,electric equipment,,-0.18,-0.19,,,,,8.71,,,,,,,,,,,,2026-03-18,,,0.58,58.52,,16.8,,,,315.95,305.5,-11.25,307.9,292.26,-0.69
2026-03-18T14:33:55.561,IRB,,,41.91,0.94,,40.24,44.42,29.94,32.69,realty,construction,,-0.12,-0.18,,,,,4.16,,,,,,,,,,,,2026-03-18,,,0.58,52.72,,12.59,,,,40.77,40.4,-6.65,39.46,38.19,-1.35
2026-03-18T14:33:55.561,PREMIERENE,,,866.9,6.87,,741.02,1055.72,24.85,27.41,services,trading,,-0.24,-0.21,,,,,16.99,,,,,,,,,,,,2026-03-18,,,1.81,71.69,,24.4,,,,797.03,767.25,-15.49,790.59,740.8,-1.77
2026-03-18T14:33:55.561,HFCL,,,73.7,2.73,,68.78,81.08,27.5,199.28,telecom,cables - telephone,,-0.13,-0.16,,,,,7.15,,,,,,,,,,,,2026-03-18,,,0.96,59.03,,16.91,,,,70.08,69.3,0.0,66.8,62.99,-2.12
2026-03-18T14:33:55.561,MAHSEAMLES,,,567.0,1.64,,550.07,592.4,7.82,8.89,industrials,steel - large,,-0.17,-0.27,,,,,3.08,,,,,,,,,,,,2026-03-18,,,1.61,60.49,,17.08,,,,545.81,539.3,-16.24,532.02,508.54,-3.4
2026-03-18T14:33:55.561,SAREGAMA,,,352.0,-0.3,,325.73,391.4,32.96,35.45,media,entertainment / electronic media software,,-0.34,-0.31,,,,,8.06,,,,,,,,,,,,2026-03-18,,,0.38,57.35,,21.74,,,,337.27,319.8,-26.93,321.0,299.59,-7.13
2026-03-18T14:33:55.561,TEJASNET,,,451.0,1.49,,460.98,436.03,-10.17,-10.21,telecom,telecommunications - equipment,,-0.33,-0.38,,,,,-2.17,,,,,,,,,,,,2026-03-18,,,0.3,58.33,,28.07,,,,431.2,422.2,-23.0,385.4,341.5,-8.47
2026-03-18T14:33:55.561,ATHERENERG,,,752.4,3.96,,682.96,856.56,-84.73,-35.6,auto,automobiles - scooters and 3 - wheelers,,0.23,1.22,,,,,10.17,,,,,,,,,,,,2026-03-18,,,2.5,65.94,,13.95,,,,709.32,684.45,72.71,687.78,662.72,NaN
2026-03-11T14:58:23.929,NATIONALUM,,,399.4,2.74,,363.03,453.96,11.49,11.62,metals & mining,aluminium and aluminium products,,0.72,1.02,,,,,10.02,,,,,,,,,,,,2026-03-11,,,0.77,65.58,,18.36,,,,382.84,376.5,113.86,367.29,347.16,30.02
2026-03-11T14:58:23.929,GESHIP,,,1428.0,2.65,,1351.58,1542.63,6.27,8.78,transportation,shipping,,0.33,0.42,,,,,5.65,,,,,,,,,,,,2026-03-11,,,1.24,67.44,,30.68,,,,1363.18,1332.5,50.91,1316.45,1247.28,17.05
2026-03-11T14:58:23.929,CCL,,,1046.4,0.07,,1012.79,1096.82,34.74,37.08,fmcg,tea,,0.07,0.19,,,,,3.32,,,,,,,,,,,,2026-03-11,,,0.6,59.39,,20.12,,,,1017.14,985.0,20.77,976.22,935.18,16.72
2026-03-11T14:58:23.929,GLENMARK,,,2275.5,2.23,,2111.74,2521.14,39.81,58.98,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.02,0.29,,,,,7.75,,,,,,,,,,,,2026-03-11,,,1.52,71.93,,14.25,,,,2183.44,2042.2,11.08,2131.97,2046.72,15.94
2026-03-11T14:58:23.929,ASTERDM,,,686.55,3.16,,661.94,723.47,168.27,103.82,healthcare,healthcare,,-0.01,0.13,,,,,3.72,,,,,,,,,,,,2026-03-11,,,1.01,70.56,,30.08,,,,648.61,629.25,16.84,628.72,592.7,15.62
2026-03-11T14:58:23.929,ABSLAMC,,,1000.0,2.49,,907.93,1138.11,26.8,27.72,financials,finance & investments,,0.08,0.27,,,,,10.14,,,,,,,,,,,,2026-03-11,,,3.31,68.94,,29.81,,,,968.24,865.25,17.92,879.52,812.11,14.23
2026-03-11T14:58:23.929,VTL,,,547.4,1.13,,546.15,549.27,23.39,19.3,textiles,textiles - cotton/blended,,0.16,0.07,,,,,0.23,,,,,,,,,,,,2026-03-11,,,0.25,66.43,,28.02,,,,524.94,515.8,40.49,507.37,477.75,9.18
2026-03-11T14:58:23.929,J&KBANK,,,125.08,3.5,,116.82,137.47,5.92,6.21,bank,banks - private sector,,0.13,0.08,,,,,7.07,,,,,,,,,,,,2026-03-11,,,2.29,66.13,,21.04,,,,118.19,108.7,20.1,112.15,103.12,8.0
2026-03-11T14:58:23.929,TIMKEN,,,3406.9,2.42,,3298.41,3569.64,117.48,56.0,industrials,bearings,,0.03,-0.02,,,,,3.29,,,,,,,,,,,,2026-03-11,,,2.13,59.8,,17.04,,,,3246.84,3216.0,19.5,3154.83,2979.47,7.37
2026-03-11T14:58:23.929,ASTRAL,,,1728.5,4.08,,1673.96,1810.32,107.76,88.71,plastic products,plastics products,,0.11,0.11,,,,,3.26,,,,,,,,,,,,2026-03-11,,,3.67,65.85,,23.05,,,,1643.85,1595.2,25.12,1607.76,1534.0,7.17
2026-03-11T14:58:23.929,BIOCON,,,397.5,0.43,,388.23,411.4,92.01,81.11,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.01,0.08,,,,,2.39,,,,,,,,,,,,2026-03-11,,,0.94,63.09,,25.6,,,,386.56,379.4,16.37,378.78,370.04,6.04
2026-03-11T14:58:23.929,AJANTPHARM,,,3049.4,1.65,,2962.15,3180.28,34.79,36.95,healthcare,pharmaceuticals - indian - formulations,,0.09,0.17,,,,,2.95,,,,,,,,,,,,2026-03-11,,,0.71,63.04,,20.75,,,,2950.19,2852.4,15.14,2868.43,2764.91,5.8
2026-03-11T14:58:23.929,AUROPHARMA,,,1313.1,2.12,,1207.93,1470.85,20.95,21.42,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.09,0.13,,,,,8.71,,,,,,,,,,,,2026-03-11,,,1.32,70.5,,14.3,,,,1264.2,1182.1,24.79,1232.41,1177.29,5.74
2026-03-11T14:58:23.929,AADHARHFC,,,482.5,0.5,,450.66,530.26,18.59,20.15,financials,finance - housing,,-0.12,0.05,,,,,7.07,,,,,,,,,,,,2026-03-11,,,0.37,57.64,,20.39,,,,463.93,441.6,-4.74,437.93,408.01,5.57
2026-03-11T14:58:23.929,COALINDIA,,,448.0,1.0,,430.56,474.16,9.65,9.15,metals & mining,mining / minerals / metals,,0.05,0.1,,,,,4.05,,,,,,,,,,,,2026-03-11,,,0.86,60.4,,19.82,,,,436.25,433.75,17.25,423.58,411.16,5.28
2026-03-11T14:58:23.929,LUPIN,,,2356.5,0.82,,2309.46,2427.05,22.89,22.98,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.09,0.18,,,,,2.04,,,,,,,,,,,,2026-03-11,,,0.93,67.67,,21.44,,,,2294.57,2284.4,21.18,2259.74,2208.27,5.07
2026-03-11T14:58:23.929,NTPC,,,380.75,0.91,,376.48,387.15,16.82,15.13,power & utilities,power generation and supply,,0.06,0.09,,,,,1.13,,,,,,,,,,,,2026-03-11,,,0.71,59.34,,20.78,,,,368.92,366.6,13.39,361.15,349.61,4.98
2026-03-11T14:58:23.929,BANDHANBNK,,,182.49,0.13,,181.98,183.26,35.64,29.16,bank,banks - private sector,,0.01,-0.05,,,,,0.28,,,,,,,,,,,,2026-03-11,,,0.65,61.44,,40.98,,,,176.6,172.16,10.24,168.74,160.74,4.87
2026-03-11T14:58:23.929,INOXINDIA,,,1194.9,0.19,,1140.06,1277.15,44.65,43.62,industrials,packaging,,-0.06,-0.07,,,,,4.81,,,,,,,,,,,,2026-03-11,,,0.6,60.85,,19.55,,,,1163.16,1126.3,7.36,1105.33,1051.76,4.64
2026-03-11T14:58:23.929,ABB,,,6278.0,0.86,,6013.84,6674.24,76.82,79.05,industrials,electric equipment,,0.11,0.0,,,,,4.39,,,,,,,,,,,,2026-03-11,,,1.21,65.63,,33.11,,,,6057.38,5833.5,24.39,5880.74,5629.8,4.48
2026-03-11T14:58:23.929,SUNPHARMA,,,1830.1,0.95,,1776.1,1911.11,32.68,39.84,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.05,0.05,,,,,3.04,,,,,,,,,,,,2026-03-11,,,0.78,71.09,,28.86,,,,1781.74,1748.0,13.8,1761.9,1723.65,3.82
2026-03-11T14:58:23.929,DRREDDY,,,1327.3,0.97,,1298.31,1370.78,22.84,19.66,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.06,-0.01,,,,,2.23,,,,,,,,,,,,2026-03-11,,,1.21,62.29,,19.15,,,,1284.88,1273.6,8.86,1261.1,1220.15,3.79
2026-03-11T14:58:23.929,POWERGRID,,,299.45,0.27,,299.42,299.49,16.64,17.88,power & utilities,power generation and supply,,-0.04,-0.03,,,,,0.01,,,,,,,,,,,,2026-03-11,,,0.64,57.56,,19.31,,,,292.58,285.5,5.27,284.77,277.21,3.65
2026-03-11T14:58:23.929,SUPREMEIND,,,4025.7,2.33,,3947.42,4143.12,83.38,61.37,plastic products,plastics products,,-0.15,-0.1,,,,,1.98,,,,,,,,,,,,2026-03-11,,,2.21,61.79,,21.03,,,,3859.24,3780.2,-7.56,3769.04,3589.64,3.49
2026-03-11T14:58:23.929,BALRAMCHIN,,,525.0,3.66,,478.41,594.89,23.35,22.82,fmcg,sugar,,-0.06,-0.14,,,,,9.74,,,,,,,,,,,,2026-03-11,,,1.89,72.45,,41.85,,,,491.86,471.1,-4.71,477.8,444.4,3.29
2026-03-11T14:58:23.929,DIVISLAB,,,6397.0,0.39,,6321.83,6509.76,72.76,68.24,healthcare,pharmaceuticals - indian - bulk drugs,,-0.02,-0.07,,,,,1.19,,,,,,,,,,,,2026-03-11,,,0.51,56.34,,28.27,,,,6233.29,6173.5,6.76,6127.83,5978.96,3.1
2026-03-11T14:58:23.929,WELCORP,,,834.0,2.8,,789.12,901.32,12.14,10.99,industrials,steel - large,,-0.12,-0.14,,,,,5.69,,,,,,,,,,,,2026-03-11,,,2.25,57.34,,15.1,,,,798.7,767.05,-3.36,766.84,738.02,3.02
2026-03-11T14:58:23.929,DMART,,,3953.3,0.17,,3814.61,4161.34,75.16,89.64,consumer discretionary,trading,,-0.21,-0.11,,,,,3.64,,,,,,,,,,,,2026-03-11,,,0.54,58.46,,13.39,,,,3829.94,3726.6,-5.52,3756.59,3647.76,2.86
2026-03-11T14:58:23.929,LINDEINDIA,,,6708.0,0.97,,6733.83,6669.25,73.97,96.05,chemicals,chemicals,,-0.04,-0.02,,,,,-0.38,,,,,,,,,,,,2026-03-11,,,0.42,56.46,,33.08,,,,6507.2,6550.5,7.86,6289.02,6086.79,2.22
2026-03-11T14:58:23.929,TATAPOWER,,,386.4,1.34,,372.64,407.04,40.08,32.15,power & utilities,power generation and supply,,-0.08,-0.09,,,,,3.69,,,,,,,,,,,,2026-03-11,,,1.98,59.4,,13.66,,,,374.7,365.15,0.78,364.91,354.89,2.16
2026-03-11T14:58:23.929,AKUMS,,,510.9,2.06,,479.71,557.68,29.5,24.09,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.02,-0.17,,,,,6.5,,,,,,,,,,,,2026-03-11,,,1.46,66.58,,23.81,,,,484.12,457.1,6.67,472.67,448.1,1.21
2026-03-11T14:58:23.929,GODIGIT,,,334.5,0.39,,329.46,342.06,55.02,60.25,financials,finance & investments,,-0.14,-0.11,,,,,1.53,,,,,,,,,,,,2026-03-11,,,0.14,53.31,,21.11,,,,325.31,317.8,-6.42,311.41,297.24,1.1
2026-03-11T14:58:23.929,ZYDUSLIFE,,,927.0,0.42,,905.77,958.84,22.37,18.8,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.18,-0.09,,,,,2.34,,,,,,,,,,,,2026-03-11,,,0.64,56.35,,23.36,,,,904.64,885.1,-2.93,889.07,869.77,1.02
2026-03-11T14:58:23.929,ONESOURCE,,,1486.9,0.88,,1387.05,1636.67,-48.03,832.71,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.26,-0.35,,,,,7.2,,,,,,,,,,,,2026-03-11,,,0.16,61.52,,27.72,,,,1423.06,1325.5,-21.49,1325.36,1213.71,0.4
2026-03-11T14:58:23.929,MANKIND,,,2246.8,0.41,,2177.23,2351.16,56.74,51.92,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.2,-0.07,,,,,3.2,,,,,,,,,,,,2026-03-11,,,0.53,59.96,,20.5,,,,2177.85,2108.3,-7.79,2123.03,2040.2,-0.61
2026-03-11T14:58:23.929,MAHSEAMLES,,,558.55,2.09,,543.96,580.44,7.71,8.72,industrials,steel - large,,-0.19,-0.29,,,,,2.68,,,,,,,,,,,,2026-03-11,,,2.28,58.75,,15.75,,,,537.04,527.55,-14.53,518.88,508.42,-3.03
2026-03-11T14:58:23.929,TEJASNET,,,477.6,2.84,,432.26,545.61,-10.77,-10.67,telecom,telecommunications - equipment,,-0.26,-0.36,,,,,10.49,,,,,,,,,,,,2026-03-11,,,1.5,65.34,,31.12,,,,462.76,418.55,-15.1,395.14,347.69,-8.46
2026-03-10T15:32:23.83,NATIONALUM,,,390.45,0.61,,356.9,440.77,11.23,11.6,metals & mining,aluminium and aluminium products,,0.72,0.95,,,,,9.4,,,,,,,,,,,,2026-03-10,,,0.72,62.55,,17.79,,,,373.04,357.9,108.85,357.7,336.34,28.64
2026-03-10T15:32:23.83,VEDL,,,723.35,1.97,,700.85,757.1,12.37,19.54,metals & mining,mining / minerals / metals,,0.54,0.54,,,,,3.21,,,,,,,,,,,,2026-03-10,,,0.86,58.22,,15.16,,,,689.04,691.9,67.68,671.82,633.77,18.45
2026-03-10T15:32:23.83,CCL,,,1046.1,1.43,,1010.2,1099.96,34.73,36.57,fmcg,tea,,0.05,0.21,,,,,3.55,,,,,,,,,,,,2026-03-10,,,2.26,59.32,,21.07,,,,1012.83,985.0,21.06,969.26,924.54,17.11
2026-03-10T15:32:23.83,GESHIP,,,1393.0,4.07,,1344.74,1465.38,6.12,8.45,transportation,shipping,,0.3,0.36,,,,,3.59,,,,,,,,,,,,2026-03-10,,,1.14,63.81,,30.85,,,,1319.08,1290.1,49.74,1279.54,1199.14,16.0
2026-03-10T15:32:23.83,GLENMARK,,,2239.1,5.74,,2093.74,2457.14,39.17,56.11,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.03,0.25,,,,,6.94,,,,,,,,,,,,2026-03-10,,,2.96,69.58,,12.81,,,,2087.79,2031.1,10.89,2095.77,1989.07,15.86
2026-03-10T15:32:23.83,ASTERDM,,,666.0,1.17,,658.79,676.82,163.24,102.7,healthcare,healthcare,,-0.05,0.08,,,,,1.1,,,,,,,,,,,,2026-03-10,,,0.43,65.58,,30.23,,,,643.96,626.7,14.82,609.57,571.19,14.47
2026-03-10T15:32:23.83,EMCURE,,,1568.0,3.08,,1408.29,1807.57,32.24,33.14,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.06,0.15,,,,,11.34,,,,,,,,,,,,2026-03-10,,,3.39,63.74,,18.26,,,,1480.29,1394.9,13.21,1418.15,1323.36,13.67
2026-03-10T15:32:23.83,TORNTPHARM,,,4431.8,1.33,,4378.14,4512.3,59.03,65.08,healthcare,pharmaceuticals - indian - formulations,,0.14,0.33,,,,,1.23,,,,,,,,,,,,2026-03-10,,,1.07,67.9,,17.93,,,,4301.22,4259.2,24.04,4221.97,4102.8,11.82
2026-03-10T15:32:23.83,SCHNEIDER,,,921.95,2.43,,905.75,946.26,56.77,87.81,industrials,electric equipment,,-0.04,0.11,,,,,1.79,,,,,,,,,,,,2026-03-10,,,0.41,64.16,,41.38,,,,882.98,829.55,-1.28,837.45,776.93,11.48
2026-03-10T15:32:23.83,JBCHEPHARM,,,2121.7,2.42,,2077.21,2188.44,42.0,42.92,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.14,0.17,,,,,2.14,,,,,,,,,,,,2026-03-10,,,2.65,69.82,,26.26,,,,2035.66,2010.0,25.49,2013.67,1935.75,7.77
2026-03-10T15:32:23.83,MARICO,,,791.4,1.72,,790.23,793.16,57.35,58.76,fmcg,solvent extraction,,-0.01,0.05,,,,,0.15,,,,,,,,,,,,2026-03-10,,,0.9,57.16,,17.54,,,,764.35,768.9,12.5,761.31,739.4,7.26
2026-03-10T15:32:23.83,BDL,,,1389.9,4.07,,1238.61,1616.83,174.61,84.42,aerospace & defence,engineering,,-0.15,-0.27,,,,,12.21,,,,,,,,,,,,2026-03-10,,,1.17,59.65,,22.22,,,,1295.56,1258.4,-7.27,1274.28,1189.57,7.21
2026-03-10T15:32:23.83,NATCOPHARM,,,1039.0,3.62,,980.37,1126.94,30.7,11.53,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.13,0.15,,,,,5.98,,,,,,,,,,,,2026-03-10,,,1.27,71.63,,35.42,,,,992.45,944.6,14.54,958.47,910.03,7.18
2026-03-10T15:32:23.83,J&KBANK,,,121.09,8.17,,115.5,129.48,5.73,5.76,bank,banks - private sector,,0.1,0.08,,,,,4.84,,,,,,,,,,,,2026-03-10,,,2.2,62.71,,20.62,,,,110.63,108.7,18.59,107.64,97.77,7.05
2026-03-10T15:32:23.83,TIMKEN,,,3341.9,1.71,,3284.65,3427.77,115.24,55.31,industrials,bearings,,0.02,-0.03,,,,,1.74,,,,,,,,,,,,2026-03-10,,,1.09,56.56,,17.51,,,,3223.42,3172.1,16.49,3081.57,2945.22,6.93
2026-03-10T15:32:23.83,BIOCON,,,396.05,1.63,,387.22,409.3,91.68,79.86,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.0,0.09,,,,,2.28,,,,,,,,,,,,2026-03-10,,,1.07,62.02,,25.37,,,,384.55,375.35,15.44,376.88,364.91,6.85
2026-03-10T15:32:23.83,BANDHANBNK,,,183.05,5.13,,181.72,185.04,35.75,27.86,bank,banks - private sector,,0.01,-0.04,,,,,0.73,,,,,,,,,,,,2026-03-10,,,0.86,61.84,,42.11,,,,171.25,172.16,10.9,168.29,157.36,6.54
2026-03-10T15:32:23.83,AJANTPHARM,,,3000.0,2.17,,2960.12,3059.82,34.23,36.17,healthcare,pharmaceuticals - indian - formulations,,0.07,0.13,,,,,1.35,,,,,,,,,,,,2026-03-10,,,0.94,59.03,,21.63,,,,2908.44,2852.4,15.16,2815.15,2699.91,5.38
2026-03-10T15:32:23.83,CGPOWER,,,731.45,4.86,,714.61,756.71,101.03,97.29,industrials,electric equipment,,-0.12,0.05,,,,,2.36,,,,,,,,,,,,2026-03-10,,,0.87,61.49,,27.12,,,,689.23,676.4,9.9,678.32,638.98,5.26
2026-03-10T15:32:23.83,ASTRAL,,,1665.1,3.69,,1675.49,1649.51,103.81,85.79,plastic products,plastics products,,0.07,0.06,,,,,-0.62,,,,,,,,,,,,2026-03-10,,,1.43,59.26,,23.37,,,,1592.89,1595.2,21.08,1555.12,1475.54,5.23
2026-03-10T15:32:23.83,AUROPHARMA,,,1288.9,3.34,,1194.24,1430.89,20.56,20.77,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.13,0.11,,,,,7.93,,,,,,,,,,,,2026-03-10,,,1.31,67.64,,13.38,,,,1224.02,1179.8,23.7,1204.76,1144.55,4.92
2026-03-10T15:32:23.83,ABB,,,6239.0,4.29,,5995.87,6603.69,76.35,75.98,industrials,electric equipment,,0.11,0.0,,,,,4.05,,,,,,,,,,,,2026-03-10,,,1.17,64.64,,32.33,,,,5911.36,5793.5,24.23,5817.34,5512.09,4.9
2026-03-10T15:32:23.83,LUPIN,,,2340.0,1.6,,2300.46,2399.3,22.73,22.64,healthcare,pharmaceuticals - indian - bulk drugs & formln,,0.09,0.17,,,,,1.72,,,,,,,,,,,,2026-03-10,,,1.24,65.67,,20.54,,,,2268.31,2268.4,22.0,2239.61,2182.31,4.85
2026-03-10T15:32:23.83,KSB,,,761.8,1.09,,735.8,800.8,40.96,48.49,industrials,pumps,,-0.14,-0.09,,,,,3.53,,,,,,,,,,,,2026-03-10,,,0.15,58.05,,14.1,,,,735.98,719.0,-6.73,705.13,664.78,4.24
