Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date
2026-08-21T13:56:31.632,HFCL,227.88,1.78,218.57,217.85,217.12,244.02,0.4,38.23,58.31,60.04,telecom,cables - telephone,21.28,4.95,267.66,1.94,2.19,210.4,197.9,53.63,2026-08-21
2026-08-21T13:56:31.632,WELCORP,2279.0,13.65,2090.34,1846.0,1930.08,2802.39,12.36,14.36,22.89,89.7,industrials,steel - large,48.73,18.08,203.77,1.68,1.66,2073.54,1989.34,39.17,2026-08-21
2026-08-21T13:56:31.632,NETWEB,5626.4,3.81,5252.8,5008.3,5150.79,6339.81,2.27,93.9,118.08,68.76,i.t,computers - hardware,32.38,9.23,80.71,0.47,0.77,5053.06,4671.45,37.09,2026-08-21
2026-08-21T13:56:31.632,RRKABEL,2911.1,0.58,2793.0,2708.3,2850.44,3002.09,0.26,40.12,53.87,71.73,industrials,cables - power,47.33,2.13,105.97,0.88,1.06,2731.9,2604.69,33.05,2026-08-21
2026-08-21T13:56:31.632,HINDCOPPER,576.5,2.93,549.98,534.1,550.39,615.67,1.75,39.59,47.71,66.24,metals & mining,mining / minerals / metals,27.34,4.74,3.59,-0.06,0.5,527.98,496.59,30.44,2026-08-21
2026-08-21T13:56:31.632,NATIONALUM,396.5,2.83,376.91,376.5,392.04,403.19,0.49,9.09,10.49,59.84,metals & mining,aluminium and aluminium products,27.78,1.14,9.68,0.07,0.4,370.64,351.79,23.93,2026-08-21
2026-08-21T13:56:31.632,AEGISLOG,1402.1,4.93,1303.4,1261.0,1282.92,1580.86,0.24,25.4,37.48,60.31,services,trading,29.2,9.29,112.71,0.9,0.83,1273.28,1177.57,22.81,2026-08-21
2026-08-21T13:56:31.632,APARINDS,16923.0,0.83,16288.58,16199.0,17068.88,16704.18,0.37,36.36,57.06,60.28,industrials,electric equipment,42.45,-0.86,142.94,0.55,0.84,15473.52,14403.4,22.75,2026-08-21
2026-08-21T13:56:31.632,DATAPATTNS,4878.2,3.79,4635.5,4460.6,4486.41,5465.88,1.93,309.53,98.21,63.87,aerospace & defence,electronics - components,12.69,8.73,120.29,0.54,0.7,4483.59,4309.44,21.91,2026-08-21
2026-08-21T13:56:31.632,MCX,3177.2,1.64,3069.36,2892.1,2887.07,3612.39,1.03,49.0,20.25,69.09,financials,miscellaneous,25.46,10.05,36.98,0.24,0.48,2959.01,2829.57,20.93,2026-08-21
2026-08-21T13:56:31.632,FEDERALBNK,359.5,1.18,348.05,349.65,354.5,367.01,0.44,17.66,18.68,58.66,bank,banks - private sector,41.42,1.41,30.42,0.15,0.34,347.06,338.98,18.94,2026-08-21
2026-08-21T13:56:31.632,HONASA,490.2,1.32,472.75,470.05,472.97,516.05,0.45,44.24,63.24,62.15,services,trading,21.4,3.64,79.41,0.48,0.72,458.52,438.06,17.51,2026-08-21
2026-08-21T13:56:31.632,WELSPUNLIV,189.54,0.45,181.97,164.9,166.09,224.72,0.56,28.04,61.87,72.39,textiles,textiles - products,28.26,14.12,62.25,0.27,0.36,171.72,159.16,15.04,2026-08-21
2026-08-21T13:56:31.632,ANANDRATHI,2186.6,0.71,2123.66,2145.1,2153.72,2235.92,0.21,55.67,46.81,66.16,financials,finance & investments,35.19,1.53,43.23,0.33,0.46,2101.38,2048.87,13.8,2026-08-21
2026-08-21T13:56:31.632,NAM-INDIA,1247.9,1.25,1201.58,1155.1,1178.07,1352.65,1.35,39.54,47.98,62.66,financials,finance & investments,17.49,5.93,49.8,0.22,0.48,1173.86,1132.72,13.36,2026-08-21
2026-08-21T13:56:31.632,JINDALSAW,292.05,8.27,265.78,264.2,266.51,330.36,5.2,44.79,26.32,69.95,industrials,steel - large,17.85,9.58,51.13,0.51,0.75,270.73,257.09,12.23,2026-08-21
2026-08-21T13:56:31.632,IIFL,678.85,6.62,632.2,617.4,633.16,747.38,4.51,10.69,12.88,77.71,financials,finance & investments,50.81,7.22,8.99,0.26,0.15,633.01,606.88,11.71,2026-08-21
2026-08-21T13:56:31.632,ABCAPITAL,411.6,0.64,399.55,393.8,402.23,425.66,0.63,23.07,26.89,55.35,financials,finance & investments,11.62,2.33,19.06,0.1,0.11,393.24,380.87,11.64,2026-08-21
2026-08-21T13:56:31.632,ACMESOLAR,401.05,0.92,385.04,361.8,367.61,451.21,1.95,27.02,40.59,66.84,realty,engineering - turnkey services,18.05,9.1,96.48,0.62,0.82,370.63,358.06,11.54,2026-08-21
2026-08-21T13:56:31.632,REDINGTON,357.05,2.57,333.69,322.7,351.82,364.89,0.49,14.35,16.0,68.47,services,trading,42.38,1.49,35.09,0.29,0.28,325.61,302.52,11.07,2026-08-21
2026-08-21T13:56:31.632,HINDALCO,1038.65,0.86,1004.11,1013.0,1052.43,1017.98,0.35,8.22,13.94,56.07,metals & mining,aluminium and aluminium products,27.61,-1.31,10.65,0.06,0.22,990.01,955.33,10.9,2026-08-21
2026-08-21T13:56:31.632,AUBANK,1100.1,1.11,1062.22,1063.7,1078.24,1132.9,0.71,25.87,28.47,62.1,bank,banks - private sector,24.5,2.03,10.65,-0.0,0.11,1057.89,1034.14,10.75,2026-08-21
2026-08-21T13:56:31.632,PTCIL,20463.0,4.28,19110.98,19067.0,19374.03,22096.45,1.35,262.75,234.22,67.52,industrials,castings & forgings,38.71,5.62,14.34,0.07,0.05,18981.31,17987.03,9.78,2026-08-21
2026-08-21T13:56:31.632,PAYTM,1634.3,1.91,1566.04,1546.3,1603.47,1680.55,1.01,118.77,157.83,72.43,i.t,miscellaneous,46.69,1.92,32.28,0.31,0.18,1534.54,1463.82,9.72,2026-08-21
2026-08-21T13:56:31.632,CARBORUNIV,1179.2,3.66,1104.07,1081.4,1117.34,1271.99,1.81,72.97,102.76,60.22,industrials,abrasives and grinding wheels,24.14,5.54,46.98,0.29,0.31,1071.56,1018.63,9.68,2026-08-21
2026-08-21T13:56:31.632,IPCALAB,1905.5,0.28,1851.32,1805.9,1766.74,2113.65,0.3,30.07,35.75,64.01,healthcare,pharmaceuticals - indian - bulk drugs & formln,24.42,7.85,28.7,0.2,0.26,1761.35,1669.74,9.41,2026-08-21
2026-08-21T13:56:31.632,AARTIIND,532.2,2.34,506.07,516.2,518.61,552.58,0.45,31.16,35.52,63.47,chemicals,chemicals,25.94,2.62,56.76,0.08,0.42,497.82,473.53,9.37,2026-08-21
2026-08-21T13:56:31.632,ZENTEC,1940.7,1.66,1847.89,1852.4,1817.96,2124.81,0.72,126.68,95.26,64.39,aerospace & defence,miscellaneous,25.09,6.75,48.05,0.35,0.35,1786.55,1690.84,9.1,2026-08-21
2026-08-21T13:56:31.632,SOLARINDS,19897.0,0.69,19257.98,19190.0,19411.29,20625.57,0.53,68.98,89.79,61.95,aerospace & defence,chemicals,16.78,2.5,58.68,0.37,0.5,18694.45,17988.54,8.63,2026-08-21
2026-08-21T13:56:31.632,HINDZINC,593.8,3.47,568.01,548.8,577.42,618.38,2.74,11.47,14.21,62.36,metals & mining,mining / minerals / metals,20.22,2.84,-14.77,-0.06,0.15,558.5,534.92,8.49,2026-08-21
2026-08-21T13:56:31.632,MRPL,176.16,1.25,170.28,169.34,170.97,183.95,0.34,8.16,9.7,55.99,energy,refineries,25.22,3.04,15.77,-0.16,0.11,161.18,150.88,8.1,2026-08-21
2026-08-21T13:56:31.632,THELEELA,559.45,3.66,521.8,498.1,512.5,629.88,1.34,95.8,29.77,73.81,services,hotels,32.24,9.16,36.63,0.19,0.36,518.69,490.41,7.02,2026-08-21
