Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-09-03T02:06:22.285,MANAKSTEEL,0.0,12.46,25.92,metals & mining,steel - medium / small,180.88,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,ANTELOPUS,0.0,22.34,22.34,energy,oil drilling / allied services,1005.31,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,BIRLACABLE,0.0,16.99,27.89,industrials,cables - telephone,344.82,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,BHAGERIA,0.0,10.24,26.58,chemicals,dyes and pigments,340.51,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,PAR,0.28,68.28,70.42,healthcare,pharmaceuticals - indian - bulk drugs,55.05,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,WELENT,0.44,12.02,12.61,realty,construction,4503.57,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,VINDHYATEL,0.47,10.62,15.06,realty,construction,1831.3,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,SEAMECLTD,0.76,6.51,9.31,miscellaneous,miscellaneous,1203.96,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,RISHABH,0.93,11.56,11.56,industrials,electric equipment,875.69,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,GIPCL,0.96,6.09,6.09,power & utilities,power generation and supply,1388.35,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,TFCILTD,1.02,7.73,7.73,financials,finance - term-lending institutions,6505.75,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,RAYMOND,1.13,8.84,10.46,transportation,transport - airlines,2271.29,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,SOMANYCERA,1.16,4.61,4.61,building materials,ceramics - tiles / sanitaryware,1047.56,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,IFCI,1.18,15.35,19.35,financials,finance - term-lending institutions,7266.21,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,SYNCOMF,1.2,15.41,26.39,healthcare,pharmaceuticals - indian - bulk drugs & formln,993.89,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,WINDLAS,1.21,12.56,14.2,healthcare,pharmaceuticals - indian - formulations,830.22,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,INGERRAND,1.44,4.92,8.66,industrials,compressors / drilling equipment,3854.06,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,KAMDHENU,1.45,8.57,10.79,metals & mining,steel - medium / small,538.06,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,BLISSGVS,1.57,13.62,18.7,healthcare,pharmaceuticals - indian - formulations,4470.89,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,JTLIND,1.7,8.17,15.82,metals & mining,steel - medium / small,1842.86,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,MOREPENLAB,1.78,13.89,19.37,healthcare,pharmaceuticals - indian - bulk drugs & formln,3947.86,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,RPEL,1.96,7.41,7.41,building materials,refractories / intermediates,3023.8,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,AYMSYNTEX,1.98,27.98,31.98,textiles,textiles - processing,629.04,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,ADOR,2.04,7.51,15.53,industrials,electrodes - welding equipment,1392.45,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,ZIMLAB,2.15,17.76,17.76,healthcare,pharmaceuticals - indian - bulk drugs & formln,499.53,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,HATSUN,2.32,5.71,13.89,fmcg,food - processing - indian,7134.17,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,MENONBE,2.49,10.81,13.31,auto,auto ancillaries,519.76,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,VISHNU,2.55,4.92,6.58,chemicals,chemicals,1367.22,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,BLSE,2.55,3.4,9.56,i.t,computers - software - medium / small,825.07,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,NILKAMAL,2.62,4.94,6.99,plastic products,plastics products,1091.69,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,TBZ,2.73,46.93,46.93,consumer discretionary,diamond cutting / jewellery,722.35,2026-09-03,,,,,,,,,,,,,,,,,,
2026-09-03T02:06:22.285,INNOVACAP,2.75,8.35,12.76,healthcare,pharmaceuticals - indian - bulk drugs & formln,3114.9,2026-09-03,,,,,,,,,,,,,,,,,,
