Timestamp,Symbol,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m,Scan_Date
2026-06-01T12:03:21.592,SWANDEF,19654.42,19621.66,17550.79,851.5,0.16,0.19,20.67,2026-06-01
2026-06-01T12:03:21.592,WAAREEINDO,1746.45,2828.94,3390.01,5704.99,-0.07,0.06,-0.4,2026-06-01
2026-06-01T12:03:21.592,ARIHANT,810.58,982.31,29.36,11.32,-0.16,17.29,26.84,2026-06-01
2026-06-01T12:03:21.592,CUPID,118.11,150.86,115.87,77.9,0.13,0.54,0.94,2026-06-01
2026-06-01T12:03:21.592,SIGMAADV,89.3,64.43,38.25,37.44,0.55,1.45,1.47,2026-06-01
2026-06-01T12:03:21.592,MTARTECH,85.28,71.14,41.43,15.82,0.3,0.97,1.87,2026-06-01
2026-06-01T12:03:21.592,BHAGYANGR,67.26,58.66,23.32,11.09,0.14,1.01,1.27,2026-06-01
2026-06-01T12:03:21.592,BAJAJCON,53.03,37.09,32.18,8.0,0.23,0.43,1.15,2026-06-01
2026-06-01T12:03:21.592,GVPIL,52.99,29.31,26.16,-1.16,0.43,0.67,1.44,2026-06-01
2026-06-01T12:03:21.592,BLISSGVS,51.83,26.41,17.75,9.27,0.53,0.81,1.41,2026-06-01
2026-06-01T12:03:21.592,ATHERENERG,45.36,NaN,NaN,NaN,0.02,0.33,0.42,2026-06-01
2026-06-01T12:03:21.592,APOLLO,44.99,32.86,23.22,41.58,0.41,0.82,0.61,2026-06-01
2026-06-01T12:03:21.592,SAKAR,42.46,24.5,26.62,7.2,0.38,0.69,1.38,2026-06-01
2026-06-01T12:03:21.592,OMAXAUTO,41.83,10.62,7.64,-3.76,0.95,1.32,1.94,2026-06-01
2026-06-01T12:03:21.592,DEEDEV,39.1,17.72,0.75,-4.84,0.47,1.43,1.86,2026-06-01
2026-06-01T12:03:21.592,TDPOWERSYS,38.97,40.3,38.49,22.87,0.11,0.41,0.67,2026-06-01
2026-06-01T12:03:21.592,ROSSTECH,38.9,48.04,28.11,NaN,0.05,0.55,0.56,2026-06-01
2026-06-01T12:03:21.592,SILVERIETF,38.89,32.72,41.0,16.67,0.11,-0.0,0.7,2026-06-01
2026-06-01T12:03:21.592,SILVER1,38.71,32.41,40.9,16.71,0.11,-0.0,0.69,2026-06-01
2026-06-01T12:03:21.592,SILVER,38.7,32.67,40.74,16.69,0.11,-0.0,0.7,2026-06-01
2026-06-01T12:03:21.592,SBISILVER,38.68,32.37,40.91,16.56,0.11,-0.01,0.69,2026-06-01
2026-06-01T12:03:21.592,TATSILV,38.62,32.6,40.91,16.78,0.11,-0.01,0.69,2026-06-01
2026-06-01T12:03:21.592,SILVERBEES,38.62,32.46,40.73,16.62,0.11,-0.01,0.69,2026-06-01
2026-06-01T12:03:21.592,SILVERCASE,38.58,32.4,NaN,NaN,0.11,-0.0,0.7,2026-06-01
2026-06-01T12:03:21.592,HDFCSILVER,38.48,32.28,40.94,16.57,0.11,-0.01,0.69,2026-06-01
2026-06-01T12:03:21.592,SILVERBETA,38.45,32.33,40.74,16.65,0.11,-0.01,0.69,2026-06-01
2026-06-01T12:03:21.592,NETWEB,38.33,37.29,34.93,10.56,0.18,0.33,0.44,2026-06-01
2026-06-01T12:03:21.592,ACUTAAS,37.9,30.46,23.5,19.72,0.23,0.43,0.64,2026-06-01
2026-06-01T12:03:21.592,MIRCELECTR,37.44,26.45,18.7,6.16,0.2,0.39,0.71,2026-06-01
2026-06-01T12:03:21.592,KESORAMIND,36.51,44.53,1.41,-11.54,0.3,0.44,1.56,2026-06-01
2026-06-01T12:03:21.592,LUMAXTECH,36.34,40.04,48.6,43.27,0.11,0.08,0.27,2026-06-01
2026-06-01T12:03:21.592,GVT&D,35.62,42.89,34.61,15.14,0.09,0.32,0.71,2026-06-01
2026-06-01T12:03:21.592,AEROFLEX,34.8,16.36,3.46,-1.22,0.33,0.84,1.33,2026-06-01
2026-06-01T12:03:21.592,SBC,34.64,33.78,41.14,14.75,0.11,0.16,0.43,2026-06-01
2026-06-01T12:03:21.592,PRECWIRE,34.6,43.73,25.24,12.21,0.04,0.45,0.77,2026-06-01
2026-06-01T12:03:21.592,NOVARTIND,32.66,13.8,-0.25,5.02,0.47,1.12,1.08,2026-06-01
2026-06-01T12:03:21.592,QPOWER,32.51,58.09,NaN,NaN,-0.23,0.22,0.48,2026-06-01
2026-06-01T12:03:21.592,BBOX,32.5,13.13,3.48,-1.22,0.7,1.03,1.02,2026-06-01
2026-06-01T12:03:21.592,SANSERA,32.1,28.65,23.49,4.15,0.12,0.23,0.77,2026-06-01
2026-06-01T12:03:21.592,JAYNECOIND,32.06,50.25,29.69,19.71,-0.11,0.26,0.41,2026-06-01
2026-06-01T12:03:21.592,NATIONALUM,31.59,39.06,21.43,2.85,-0.02,0.25,0.69,2026-06-01
2026-06-01T12:03:21.592,NGLFINE,31.31,23.5,24.98,-4.29,0.27,0.28,1.2,2026-06-01
2026-06-01T12:03:21.592,HINDCOPPER,31.22,34.01,39.32,5.89,-0.02,-0.04,0.73,2026-06-01
2026-06-01T12:03:21.592,INDSWFTLAB,30.99,13.56,16.81,-1.53,0.26,0.16,0.79,2026-06-01
2026-06-01T12:03:21.592,HFCL,30.71,6.88,-4.58,-9.69,0.74,1.67,1.61,2026-06-01
2026-06-01T12:03:21.592,KIRLOSENG,30.33,29.21,24.42,2.92,0.14,0.39,0.72,2026-06-01
2026-06-01T12:03:21.592,IMFA,30.15,36.42,23.37,16.62,-0.11,0.19,0.19,2026-06-01
2026-06-01T12:03:21.592,LAURUSLABS,29.64,15.55,20.22,24.23,0.26,0.37,0.42,2026-06-01
2026-06-01T12:03:21.592,PFOCUS,28.69,48.42,37.2,9.58,-0.24,-0.11,0.43,2026-06-01
2026-06-01T12:03:21.592,KMEW,28.59,33.52,19.4,8.63,-0.01,0.14,0.34,2026-06-01
2026-06-01T12:03:21.592,MCX,28.52,32.22,27.88,17.13,-0.02,0.21,0.47,2026-06-01
2026-06-01T12:03:21.592,THANGAMAYL,28.1,23.47,24.34,17.92,0.05,0.16,0.29,2026-06-01
2026-06-01T12:03:21.592,VEDL,28.05,20.39,15.69,3.06,0.22,0.38,0.9,2026-06-01
2026-06-01T12:03:21.592,MODISONLTD,27.86,4.37,0.09,-2.67,0.79,1.15,1.12,2026-06-01
2026-06-01T12:03:21.592,ADANIPOWER,27.46,21.74,10.85,9.88,0.08,0.64,0.63,2026-06-01
2026-06-01T12:03:21.592,IDEA,27.08,7.35,9.82,8.94,0.38,0.29,0.42,2026-06-01
2026-06-01T12:03:21.592,WHEELS,26.94,16.89,9.47,6.06,0.32,0.77,0.87,2026-06-01
2026-06-01T12:03:21.592,SENORES,26.87,16.07,13.19,NaN,0.24,0.41,0.41,2026-06-01
2026-06-01T12:03:21.592,SYRMA,23.51,19.35,20.52,13.12,0.13,0.31,0.35,2026-06-01
2026-06-01T12:03:21.592,HARDWYN,23.35,27.4,4.18,-6.09,-0.06,0.5,0.54,2026-06-01
2026-06-01T12:03:21.592,APEX,23.13,28.36,27.81,9.11,-0.09,-0.02,0.41,2026-06-01
2026-06-01T12:03:21.592,AGIIL,22.99,33.62,15.35,20.41,-0.09,0.31,0.28,2026-06-01
2026-06-01T12:03:21.592,LUMAXIND,21.53,20.5,38.88,30.56,0.09,-0.09,0.11,2026-06-01
2026-06-01T12:03:21.592,GMDCLTD,21.22,28.52,24.53,11.96,-0.08,0.21,0.45,2026-06-01
2026-06-01T12:03:21.592,CUMMINSIND,21.08,17.9,18.61,8.34,0.08,0.17,0.33,2026-06-01
2026-06-01T12:03:21.592,ATALREAL,20.7,13.88,20.8,21.05,0.13,0.16,0.27,2026-06-01
2026-06-01T12:03:21.592,DIACABS,20.67,10.96,11.53,1.16,0.15,0.38,0.32,2026-06-01
2026-06-01T12:03:21.592,HIRECT,20.43,20.1,9.04,6.3,0.21,0.57,0.58,2026-06-01
2026-06-01T12:03:21.592,RPTECH,20.29,13.12,5.75,-1.75,0.19,0.55,0.7,2026-06-01
2026-06-01T12:03:21.592,SOUTHWEST,20.05,22.11,11.8,16.43,0.12,0.39,0.44,2026-06-01
2026-06-01T12:03:21.592,UNIVCABLES,19.98,15.69,5.57,14.42,0.38,0.7,0.24,2026-06-01
2026-06-01T12:03:21.592,KERNEX,19.94,12.88,2.92,8.08,0.34,0.65,0.53,2026-06-01
2026-06-01T12:03:21.592,GOKULAGRO,19.51,17.77,6.28,7.14,0.02,0.34,0.19,2026-06-01
2026-06-01T12:03:21.592,FCL,19.45,-2.27,-1.54,-5.79,0.84,0.74,0.75,2026-06-01
