Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-08-21T18:45:38.471,THELEELA,0.0,8.53,13.23,services,hotels,4537.93,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,MANGLMCEM,0.0,20.36,20.36,building materials,cement - north india,1710.23,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,RPEL,0.35,13.33,21.22,building materials,refractories / intermediates,2886.46,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ESAFSFB,0.7,11.9,16.13,bank,banks - private sector,833.17,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,VALIANTLAB,0.77,11.51,11.51,healthcare,pharmaceuticals - indian - bulk drugs & formln,129.99,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,FCL,0.98,11.4,13.51,chemicals,chemicals,2082.23,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,SCPL,1.05,4.94,10.26,fmcg,food - processing - indian,214.49,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,DCBBANK,1.12,13.89,13.89,bank,banks - private sector,5493.24,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ACE,1.15,4.45,10.57,industrials,engineering,4867.72,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,TIIL,1.22,8.34,9.76,metals & mining,steel - medium / small,1900.34,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,MUFIN,1.42,5.16,5.16,financials,finance & investments,1456.65,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,KABRAEXTRU,1.52,16.39,16.39,industrials,engineering,783.29,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ARIES,1.57,6.19,12.01,chemicals,fertilizers,278.7,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,BLUSPRING,1.57,17.95,20.97,miscellaneous,diversified - large,813.43,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,DOLPHIN,1.7,8.48,31.25,energy,oil drilling / allied services,645.4,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,SHANTIGOLD,1.86,16.84,16.84,consumer discretionary,diamond cutting / jewellery,488.12,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,INDOTECH,1.87,8.79,12.89,industrials,electric equipment,1153.19,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,MBAPL,1.93,7.13,7.65,chemicals,fertilizers,374.94,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,INGERRAND,2.04,2.87,7.45,industrials,compressors / drilling equipment,3686.83,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ORIENTBELL,2.09,8.66,8.66,building materials,ceramics - tiles / sanitaryware,180.51,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ARTEMISMED,2.13,7.75,7.75,healthcare,healthcare,2146.59,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,AVADHSUGAR,2.19,22.6,30.03,fmcg,sugar,661.93,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,JINDALSAW,2.26,11.72,12.94,industrials,steel - large,6855.16,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ACMESOLAR,2.36,11.9,13.68,realty,engineering - turnkey services,8117.96,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,STEELCAS,2.38,3.02,5.22,industrials,castings & forgings,1975.93,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,UFBL,2.65,9.28,12.78,consumer discretionary,hotels,2102.42,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,SEAMECLTD,2.65,9.91,12.05,miscellaneous,miscellaneous,1161.37,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,KENNAMET,2.66,18.66,19.4,industrials,castings & forgings,2222.38,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,MANINDS,2.67,16.11,22.61,metals & mining,steel - medium / small,3047.43,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,RITCO,2.9,5.65,13.7,transportation,miscellaneous,339.64,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,TFCILTD,2.91,8.37,17.32,financials,finance - term-lending institutions,5831.31,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ENTERO,3.05,3.58,4.88,healthcare,trading,2947.81,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,EPL,3.07,12.08,13.21,industrials,packaging,6263.08,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,TI,3.12,3.4,4.66,fmcg,breweries & distilleries,9713.96,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,INDOBORAX,3.18,24.24,26.09,chemicals,chemicals,1003.77,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ROLEXRINGS,3.18,9.25,9.25,auto,auto ancillaries,2385.04,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,WELENT,3.4,15.66,17.26,realty,construction,3834.14,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ARVSMART,3.57,3.44,4.38,realty,construction,1416.87,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,BODALCHEM,3.58,15.88,17.94,chemicals,dyes and pigments,427.69,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,KDDL,3.61,16.8,17.62,consumer discretionary,miscellaneous,2456.24,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,AEROFLEX,3.62,7.38,12.35,metals & mining,steel - medium / small,2298.41,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,SIGIND,3.64,11.93,14.8,services,trading,56.57,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,DALMIASUG,3.68,14.89,21.36,fmcg,sugar,1011.1,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,KRONOX,3.69,49.41,54.71,chemicals,chemicals,205.93,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,MAXESTATES,3.73,6.47,14.8,realty,construction,4394.55,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,SUBEXLTD,3.76,27.06,39.7,i.t,computers - software - medium / small,1048.7,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,COMSYN,3.86,5.84,8.22,industrials,packaging,471.77,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,EDELWEISS,3.9,10.09,10.29,financials,finance & investments,8250.29,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,DHAMPURSUG,3.97,13.43,19.33,fmcg,sugar,597.18,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,MAWANASUG,4.0,27.1,36.41,fmcg,sugar,217.86,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,JSFB,4.05,8.16,12.07,bank,banks - private sector,5095.12,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,GAEL,4.07,7.2,9.07,fmcg,miscellaneous,2942.87,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,RANASUG,4.08,15.67,26.53,fmcg,sugar,178.8,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,UNIMECH,4.09,4.14,5.64,aerospace & defence,engineering,1530.92,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ASIANENE,4.22,7.19,31.99,energy,oil drilling / allied services,1003.14,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,PITTIENG,4.35,5.69,6.99,industrials,engineering,1815.42,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ICIL,4.37,6.87,24.43,textiles,textiles - cotton/blended,3624.14,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,DEEPINDS,4.44,12.14,12.14,energy,oil drilling / allied services,1607.72,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,GUFICBIO,4.46,7.36,9.37,healthcare,pharmaceuticals - indian - bulk drugs & formln,1180.18,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,BOSCH-HCIL,4.47,6.03,10.7,consumer discretionary,air-conditioners,1192.06,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,FINEORG,4.57,8.06,8.06,chemicals,chemicals,3955.31,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,SIGMAADV,4.62,8.73,14.94,aerospace & defence,electronics - components,3490.74,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,RKFORGE,4.63,5.27,5.29,industrials,castings & forgings,7600.86,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,KAMDHENU,4.64,8.04,8.22,metals & mining,steel - medium / small,507.74,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,VIJAYA,4.7,2.68,3.72,healthcare,healthcare,7324.65,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ALIVUS,4.73,6.42,6.42,healthcare,pharmaceuticals - indian - bulk drugs & formln,4166.18,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,GRAVITA,4.8,3.33,4.46,metals & mining,mining / minerals / metals,5931.57,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,CAPLIPOINT,4.82,3.33,6.5,healthcare,pharmaceuticals - indian - formulations,5746.68,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,FILATEX,4.82,6.78,9.87,textiles,textiles - manmade,1273.51,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,MAGADSUGAR,4.86,11.66,16.52,fmcg,sugar,330.3,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,VERANDA,4.86,14.54,17.58,services,miscellaneous,1654.35,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,KCPSUGIND,4.87,13.18,15.79,fmcg,sugar,230.53,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,ADOR,4.95,10.3,11.93,industrials,electrodes - welding equipment,1301.75,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,AZAD,4.98,6.62,10.49,aerospace & defence,engineering,8092.7,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,IRISDOREME,4.98,7.0,7.0,consumer discretionary,textiles - products,422.71,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,DWARKESH,5.0,26.68,31.28,fmcg,sugar,574.95,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,DIAMONDYD,5.02,3.27,3.67,fmcg,food - processing - indian,1222.19,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,EMIL,5.1,4.94,5.51,consumer discretionary,trading,2501.85,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,HNDFDS,5.13,5.9,15.17,fmcg,diversified - large,2972.41,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-21T18:45:38.471,MMFL,5.14,8.61,22.18,industrials,castings & forgings,1375.8,2026-08-21,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,INDOTECH,0.0,9.72,14.77,industrials,electric equipment,1119.21,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,SWANDEF,0.0,6.85,9.5,transportation,miscellaneous,1410.04,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,DIACABS,0.0,13.71,13.71,industrials,cables - power,2936.8,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,SICAGEN,0.0,25.83,30.32,services,trading,95.07,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,AMBIKCO,0.27,4.61,8.11,textiles,textiles - cotton/blended,521.63,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,MMFL,0.57,10.36,13.46,industrials,castings & forgings,1272.39,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,MARINE,0.63,13.85,26.6,industrials,electric equipment,1432.48,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,GULFPETRO,0.71,9.7,10.23,chemicals,chemicals,175.48,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,UFBL,0.75,15.77,19.88,consumer discretionary,hotels,2055.65,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,PGIL,1.18,8.86,11.38,consumer discretionary,textiles - products,3989.66,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,SKYGOLD,1.26,3.97,10.24,consumer discretionary,diamond cutting / jewellery,5165.83,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,ASKAUTOLTD,1.29,26.4,36.12,auto,auto ancillaries,3352.2,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,MACPOWER,1.48,10.64,12.1,industrials,engineering,423.57,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,SANGHVIMOV,1.48,14.21,24.23,miscellaneous,miscellaneous,2199.23,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,MANAKSTEEL,1.5,23.0,31.92,metals & mining,steel - medium / small,145.84,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,RPPL,1.54,18.55,33.39,industrials,packaging,105.97,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,KABRAEXTRU,1.62,18.4,35.79,industrials,engineering,660.72,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,SAHYADRI,1.85,6.84,10.93,building materials,cement products,105.01,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,GREENLAM,1.97,13.55,13.55,building materials,miscellaneous,3416.04,2026-08-06,,,,,,,,,,,,,,,,,,
2026-08-06T17:40:43.96,SHAILY,1.97,12.92,13.4,plastic products,plastics products,9121.38,2026-08-06,,,,,,,,,,,,,,,,,,
