Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float
2026-08-14T08:44:49.862,HFCL,227.36,2.64,218.17,201.0,197.14,272.68,0.85,38.15,59.21,63.23,telecom,cables - telephone,18.86,15.33,261.12,1.92,2.08,208.49,197.93,51.5,2026-08-14,,,,
2026-08-14T08:44:49.862,RRKABEL,2834.2,1.6,2724.89,2727.0,2752.91,2956.13,0.26,39.06,52.75,73.29,industrials,cables - power,45.83,2.95,90.44,0.82,0.98,2663.19,2548.74,29.84,2026-08-14,,,,
2026-08-14T08:44:49.862,NETWEB,5181.0,7.1,4762.8,4753.0,4719.08,5873.88,2.18,86.47,112.88,69.09,i.t,computers - hardware,23.24,9.79,54.84,0.51,0.5,4743.7,4434.72,29.55,2026-08-14,,,,
2026-08-14T08:44:49.862,WELCORP,1883.9,0.87,1832.21,1815.2,1791.55,2022.42,0.49,11.87,21.51,76.17,industrials,steel - large,41.49,5.15,154.18,1.07,1.09,1794.77,1730.03,28.48,2026-08-14,,,,
2026-08-14T08:44:49.862,LAURUSLABS,1851.7,0.09,1784.19,1820.6,1877.0,1813.75,0.59,67.98,91.4,77.75,healthcare,pharmaceuticals - indian - bulk drugs & formln,57.69,-1.35,77.55,0.68,0.78,1785.21,1735.34,27.62,2026-08-14,,,,
2026-08-14T08:44:49.862,HONASA,479.45,2.58,459.28,461.3,453.51,518.36,1.59,43.27,62.67,65.5,services,trading,19.58,5.72,67.25,0.51,0.6,448.85,433.45,20.31,2026-08-14,,,,
2026-08-14T08:44:49.862,NEULANDLAB,23207.0,3.1,22076.46,21601.0,21056.33,26433.0,1.41,50.41,59.82,72.09,healthcare,pharmaceuticals - indian - bulk drugs,39.16,10.21,57.82,0.62,0.35,21255.59,19835.03,18.13,2026-08-14,,,,
2026-08-14T08:44:49.862,DATAPATTNS,4529.3,0.85,4397.85,4362.0,4361.03,4781.7,0.52,287.39,94.64,54.47,aerospace & defence,electronics - components,9.9,3.86,73.1,0.47,0.48,4216.14,4041.97,17.53,2026-08-14,,,,
2026-08-14T08:44:49.862,HSCL,778.15,2.07,750.19,751.0,760.92,803.99,0.31,42.76,48.79,60.64,chemicals,chemicals,26.01,2.26,65.39,0.57,0.69,732.49,704.45,16.54,2026-08-14,,,,
2026-08-14T08:44:49.862,RADICO,4675.2,3.14,4434.7,4431.7,4509.08,4924.37,0.98,68.15,88.95,77.28,fmcg,breweries & distilleries,55.54,3.68,65.12,0.53,0.43,4459.03,4296.9,14.72,2026-08-14,,,,
2026-08-14T08:44:49.862,GLAND,2967.6,2.64,2768.99,2570.0,2627.12,3478.32,0.99,38.58,43.32,77.39,healthcare,pharmaceuticals - indian - formulations,45.05,12.96,74.28,0.46,0.62,2728.12,2555.91,13.24,2026-08-14,,,,
2026-08-14T08:44:49.862,PAYTM,1649.5,2.45,1565.75,1425.3,1466.98,1923.28,0.85,119.88,162.35,85.65,i.t,miscellaneous,42.24,12.44,30.14,0.31,0.23,1534.07,1447.5,12.68,2026-08-14,,,,
2026-08-14T08:44:49.862,KEI,5789.0,0.61,5587.08,5542.3,5396.84,6377.23,1.05,50.46,55.51,74.9,industrials,cables - power,28.98,7.27,32.53,0.16,0.35,5499.3,5330.02,12.49,2026-08-14,,,,
2026-08-14T08:44:49.862,PNBHOUSING,1164.8,0.62,1118.18,1119.5,1099.84,1262.24,0.57,13.61,13.11,66.52,financials,finance - housing,22.7,5.91,19.23,0.26,0.24,1096.37,1051.65,11.87,2026-08-14,,,,
2026-08-14T08:44:49.862,AUBANK,1098.0,0.61,1059.48,1048.3,1052.65,1166.02,0.86,25.82,28.73,63.36,bank,banks - private sector,23.21,4.31,9.03,0.02,0.12,1047.55,1012.82,10.52,2026-08-14,,,,
2026-08-14T08:44:49.862,EMCURE,2009.6,0.0,1945.99,1939.5,1969.46,2069.81,0.28,32.41,37.67,67.61,healthcare,pharmaceuticals - indian - bulk drugs & formln,40.41,2.04,34.09,0.24,0.38,1909.33,1844.53,10.25,2026-08-14,,,,
2026-08-14T08:44:49.862,IIFL,635.95,1.63,608.73,603.7,618.82,661.64,0.94,10.02,12.86,72.17,financials,finance & investments,45.16,2.77,-0.78,0.12,0.08,604.26,582.44,10.22,2026-08-14,,,,
2026-08-14T08:44:49.862,AARTIIND,538.2,1.38,518.22,496.05,490.44,609.84,1.83,31.51,36.76,71.48,chemicals,chemicals,23.97,9.74,50.57,0.06,0.37,505.68,484.79,9.78,2026-08-14,,,,
2026-08-14T08:44:49.862,SOLARINDS,20324.0,8.51,18369.12,18391.0,18373.43,23249.85,5.25,70.46,92.36,73.15,aerospace & defence,chemicals,14.55,10.62,55.84,0.39,0.47,19041.91,18156.34,9.75,2026-08-14,,,,
2026-08-14T08:44:49.862,AJANTPHARM,3614.6,2.08,3469.2,3449.0,3444.04,3870.44,1.09,33.78,39.79,66.52,healthcare,pharmaceuticals - indian - formulations,31.18,4.95,32.46,0.15,0.38,3432.15,3355.72,9.4,2026-08-14,,,,
2026-08-14T08:44:49.862,EICHERMOT,8100.0,0.63,7850.78,7920.0,8010.68,8233.98,0.4,37.99,38.49,66.05,auto,automobiles - motorcycles / mopeds,29.56,1.11,8.93,-0.04,0.12,7839.72,7644.51,9.37,2026-08-14,,,,
2026-08-14T08:44:49.862,GRAPHITE,734.85,1.18,707.76,705.5,707.03,776.58,0.56,20.83,67.29,67.69,industrials,electrodes - graphites,37.12,3.93,18.74,0.02,0.28,685.59,658.69,8.85,2026-08-14,,,,
2026-08-14T08:44:49.862,FLUOROCHEM,4714.7,3.26,4473.7,4401.8,4537.33,4980.75,6.64,58.44,84.66,66.27,chemicals,chemicals,38.58,3.91,36.34,0.24,0.31,4295.32,4224.98,8.58,2026-08-14,,,,
2026-08-14T08:44:49.862,REDINGTON,346.0,1.94,333.74,338.0,344.88,347.68,0.31,13.91,15.9,69.86,services,trading,48.1,0.33,28.61,0.19,0.18,315.79,297.14,8.51,2026-08-14,,,,
2026-08-14T08:44:49.862,CARBORUNIV,1184.6,2.63,1109.16,1059.1,1074.97,1349.05,0.83,73.3,107.01,66.21,industrials,abrasives and grinding wheels,23.01,10.2,48.3,0.29,0.32,1083.83,1015.66,7.82,2026-08-14,,,,
2026-08-14T08:44:49.862,HEG,687.0,1.88,661.84,668.0,690.16,682.26,0.67,27.09,36.96,68.66,industrials,electrodes - graphites,54.84,-0.46,20.72,0.2,0.24,647.74,622.9,7.32,2026-08-14,,,,
2026-08-14T08:44:49.862,CHOLAFIN,1927.9,0.54,1857.49,1862.0,1864.33,2023.26,0.5,24.81,28.42,62.63,financials,finance & investments,20.38,3.41,12.74,0.03,0.08,1829.8,1756.22,6.88,2026-08-14,,,,
2026-08-14T08:44:49.862,TATATECH,868.4,3.12,815.46,797.3,803.83,965.25,0.89,48.79,63.29,68.77,i.t,computers - software - medium / small,27.38,8.03,33.09,0.27,0.24,796.53,746.13,6.85,2026-08-14,,,,
2026-08-14T08:44:49.862,ZENTEC,1831.8,0.41,1785.56,1701.0,1651.5,2102.25,0.36,119.57,91.41,60.27,aerospace & defence,miscellaneous,16.27,10.92,44.69,0.26,0.26,1718.9,1666.12,6.6,2026-08-14,,,,
2026-08-14T08:44:49.862,APLAPOLLO,2064.3,3.36,1949.61,1942.5,1954.91,2228.38,1.25,54.44,46.63,71.73,industrials,steel - large,23.83,5.6,8.4,-0.17,0.15,1954.77,1881.32,6.31,2026-08-14,,,,
2026-08-14T08:44:49.862,PTCIL,19167.0,1.44,18493.58,18250.0,18386.4,20337.9,0.43,119.91,282.91,66.5,industrials,castings & forgings,28.11,4.25,6.79,-0.04,0.03,18178.28,17512.75,6.24,2026-08-14,,,,
2026-08-14T08:44:49.862,LALPATHLAB,1968.4,0.77,1898.55,1907.1,1934.38,2019.43,0.37,48.48,47.45,76.63,healthcare,healthcare,45.54,1.76,42.58,0.26,0.22,1865.98,1797.76,6.1,2026-08-14,,,,
2026-08-14T08:44:49.862,IDFCFIRSTB,86.55,0.87,83.55,83.61,85.43,88.24,0.62,16.27,33.29,65.72,bank,banks - private sector,37.71,1.32,2.36,-0.03,0.04,83.54,81.41,5.31,2026-08-14,,,,
2026-08-14T08:44:49.862,NSLNISP,45.29,2.93,43.01,43.59,43.37,48.18,1.47,8.45,215.67,59.91,metals & mining,steel - large,14.93,4.44,9.51,-0.01,0.03,43.03,41.53,5.09,2026-08-14,,,,
2026-08-14T08:44:49.862,THELEELA,508.45,1.74,491.13,494.4,492.08,533.0,0.69,87.06,28.04,58.82,services,hotels,24.58,3.33,17.56,0.04,0.18,470.13,446.94,4.73,2026-08-14,,,,
2026-08-14T08:44:49.862,BOSCHLTD,46750.0,0.58,45570.0,42000.0,42656.41,52890.38,1.19,48.82,58.35,77.2,auto,auto ancillaries,34.31,9.6,24.14,0.18,0.24,44259.96,42927.43,4.43,2026-08-14,,,,
2026-08-14T08:44:49.862,ENGINERSIN,240.58,0.58,234.42,238.0,231.05,254.88,0.71,17.33,19.56,55.64,realty,engineering - turnkey services,23.03,4.13,24.16,0.2,0.16,225.51,219.23,4.1,2026-08-14,,,,
2026-08-14T08:44:49.862,SAREGAMA,531.65,3.02,507.64,509.25,523.94,543.21,0.69,49.41,46.23,56.83,media,entertainment / electronic media software,27.91,1.47,50.72,0.34,0.29,482.23,455.46,3.93,2026-08-14,,,,
2026-08-14T08:44:49.862,GLENMARK,2320.0,1.31,2236.26,2245.0,2217.49,2473.77,0.75,33.9,36.41,61.5,healthcare,pharmaceuticals - indian - bulk drugs & formln,12.25,4.62,15.02,0.06,0.15,2224.7,2156.13,3.88,2026-08-14,,,,
2026-08-14T08:44:49.862,3MINDIA,36165.0,0.64,35084.0,35665.0,35344.56,37395.67,1.05,47.3,78.0,59.55,miscellaneous,diversified - large,14.19,2.32,3.83,-0.11,-0.0,34587.52,33934.42,3.6,2026-08-14,,,,
2026-08-14T08:44:49.862,POONAWALLA,502.7,3.84,472.02,469.0,472.26,548.35,1.41,35.4,52.86,64.37,financials,finance & investments,28.7,6.44,11.76,-0.05,0.04,470.79,449.15,3.47,2026-08-14,,,,
2026-08-14T08:44:49.862,TBOTEK,1604.9,0.52,1557.22,1589.0,1588.63,1629.31,0.19,51.64,64.87,59.3,i.t,travel agencies,31.74,1.02,6.86,-0.04,-0.09,1491.17,1429.57,3.44,2026-08-14,,,,
2026-08-14T08:44:49.862,TECHM,1639.0,0.86,1593.77,1622.1,1655.55,1614.17,1.26,24.79,28.29,63.33,i.t,computers - software - large,27.46,-1.0,3.34,-0.08,0.05,1570.4,1532.75,2.88,2026-08-14,,,,
2026-08-14T08:44:49.862,PPLPHARMA,212.67,1.16,205.18,205.51,208.87,218.37,0.27,-102.25,-89.73,73.51,healthcare,pharmaceuticals - indian - bulk drugs & formln,54.65,1.82,26.83,0.19,0.1,197.71,190.76,2.59,2026-08-14,,,,
2026-08-14T08:44:49.862,OIL,479.8,1.65,459.82,437.1,452.18,521.22,0.49,5.37,9.34,68.12,energy,oil drilling / allied services,29.54,6.11,12.92,-0.08,0.11,451.66,431.05,2.54,2026-08-14,,,,
2026-08-14T08:44:49.862,LT,4070.7,1.26,3910.2,3990.0,3996.98,4181.28,1.16,33.96,33.76,60.42,realty,engineering - turnkey services,20.78,1.84,1.29,-0.1,-0.04,3950.71,3860.72,2.49,2026-08-14,,,,
2026-08-14T08:44:49.862,ASTRAL,1592.0,8.74,1461.18,1418.7,1451.95,1802.08,14.81,89.04,74.29,72.93,plastic products,plastics products,17.56,9.65,10.7,-0.08,0.05,1494.95,1430.16,2.47,2026-08-14,,,,
2026-08-14T08:44:49.862,KAJARIACER,1260.9,0.7,1227.35,1158.4,1175.75,1388.63,0.93,29.63,36.78,65.69,building materials,ceramics - tiles / sanitaryware,22.34,7.24,26.73,0.21,0.13,1192.47,1149.06,2.06,2026-08-14,,,,
2026-08-14T08:44:49.862,KALYANKJIL,613.4,2.8,581.34,585.05,616.64,608.54,0.61,45.37,44.13,64.92,consumer discretionary,diamond cutting / jewellery,34.1,-0.53,22.54,0.32,0.2,561.77,529.44,1.95,2026-08-14,,,,
2026-08-14T08:44:49.862,COFORGE,1829.0,1.53,1752.24,1765.5,1799.07,1873.89,0.57,37.05,37.15,73.08,i.t,computers - software - large,30.75,1.66,7.78,0.11,-0.08,1737.27,1669.37,1.92,2026-08-14,,,,
2026-08-14T08:44:49.862,ETERNAL,318.0,1.26,307.03,306.2,312.89,325.66,0.81,795.0,676.6,64.69,i.t,miscellaneous,37.14,1.63,11.57,-0.03,0.02,302.27,291.82,1.4,2026-08-14,,,,
