Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-10T11:49:01.662,HFCL,215.33,3.53,203.67,200.22,190.59,252.44,0.32,36.13,54.16,57.12,telecom,cables - telephone,18.44,12.98,209.71,1.8,1.92,195.36,181.06,45.96,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,NETWEB,4976.3,0.75,4842.47,4593.1,4506.85,5680.47,0.43,83.05,107.61,65.98,i.t,computers - hardware,20.53,10.42,47.74,0.47,0.46,4586.53,4402.91,30.72,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,LAURUSLABS,1860.9,0.9,1807.61,1806.1,1829.21,1908.43,0.35,68.31,91.03,80.04,healthcare,pharmaceuticals - indian - bulk drugs & formln,54.96,1.73,64.95,0.8,0.84,1790.67,1747.89,27.07,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,NATIONALUM,385.4,1.15,373.48,367.15,358.51,425.73,0.33,8.83,10.36,66.59,metals & mining,aluminium and aluminium products,22.8,7.5,9.36,0.0,0.48,367.08,355.65,24.14,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,SYRMA,1501.6,5.4,1398.95,1354.5,1343.23,1739.15,1.55,72.33,74.01,66.31,consumer discretionary,electronics - components,27.34,11.79,100.48,0.59,0.77,1386.69,1308.5,24.1,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,BHARATFORG,2284.4,0.85,2206.96,2176.1,2186.4,2431.39,0.47,117.51,100.32,70.37,industrials,castings & forgings,26.57,4.48,54.0,0.35,0.56,2186.51,2123.69,22.33,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,POWERINDIA,35915.0,10.17,33540.5,31140.0,31069.08,43183.88,2.59,136.06,126.31,66.4,industrials,electric equipment,21.19,15.6,83.41,0.51,0.61,33170.36,31166.88,20.45,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,BELRISE,254.7,2.61,244.47,239.0,235.32,283.77,0.91,41.62,40.62,68.94,auto,auto ancillaries,18.03,8.24,39.23,0.3,0.55,241.82,233.57,20.28,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,VEDL,284.45,2.01,271.66,266.05,263.59,315.74,0.72,5.07,5.53,60.53,metals & mining,mining / minerals / metals,22.65,7.91,26.65,0.08,0.54,269.81,260.17,19.19,2026-08-10,,,,,,,,,,,
2026-08-10T11:49:01.662,HONASA,477.9,0.06,463.88,453.75,446.65,524.77,0.35,56.09,77.66,68.72,services,trading,20.69,7.0,59.32,0.54,0.59,450.92,439.58,18.69,2026-08-10,,,,,,,,,,,
