Timestamp,Symbol,Cmp,%ch5,Lch5,Sl,Target,5d_high,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch y_low,Srs,Ars,Srs y,Ars y,Lc,Low,%ch sl,%ch sl atr,Atr%,%ch_3low,Column26,Scan_Date,%ch,Low3,Initial_atr1.5sl,0d_high,W rsi,%ch_2low,Adr p - adr%,High,Lod price,%ch_high,%ch 2 low,E_s50,Avg_true_range,Adr%,Brackets12,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,%ch7,Lch7,7d_high,Bollinger bandwidth,Column27,Max2,Low 2%,Low5,Rs,Is,Tps,Rs score
2026-07-02T22:45:06.116,YATHARTH,862.6,,,810.66,893.14,,,43.74,46.87,60.27,healthcare,healthcare,12.72,2.52,0.17,0.11,0.14,0.09,2.5,831.1,5.09,-2.65,3.09,3.65,,2026-07-02,,,,,,,,,,,,,,,,,,,,,,,,,2.68,-2.23,874.7,4.3,,,,,,,,
2026-07-02T22:45:06.116,SUPRAJIT,471.35,,,463.12,489.28,,,22.75,35.03,60.91,auto,auto ancillaries,30.63,2.55,-0.05,-0.03,-0.09,-0.05,0.26,474.95,2.82,0.16,3.41,3.38,,2026-07-02,,,,,,,,,,,,,,,,,,,,,,,,,1.56,-3.95,498.0,9.85,,,,,,,,
2026-07-02T22:45:06.116,FORTIS,974.95,,,958.24,993.46,,,69.24,68.77,56.46,healthcare,healthcare,15.97,0.19,0.04,-0.04,0.01,-0.05,1.65,960.05,1.84,-2.17,2.36,3.12,,2026-07-02,,,,,,,,,,,,,,,,,,,,,,,,,1.19,-4.12,987.45,3.63,,,,,,,,
2026-07-02T22:45:06.116,GRASIM,3169.2,,,3107.53,3242.87,,,27.44,42.89,66.26,textiles,textiles - manmade,17.75,0.67,0.04,0.1,0.03,0.09,1.5,3128.2,2.18,-1.8,1.84,2.12,,2026-07-02,,,,,,,,,,,,,,,,,,,,,,,,,0.34,-3.24,3186.0,6.24,,,,,,,,
2026-07-01T07:07:42.43,KENNAMET,3060.3,1.86,-5.18,2826.45,3450.76,3197.0,1.05,32.72,48.57,54.77,industrials,castings & forgings,18.19,5.39,0.09,0.35,0.09,0.3,4.64,2999.3,11.04,-8.65,4.25,7.01,8.01,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,VINCOFE,154.85,2.79,-10.36,155.19,165.09,164.6,1.39,26.88,30.54,55.59,consumer discretionary,trading,24.69,-2.87,-0.06,0.06,-0.06,0.01,5.14,152.31,3.19,-8.81,4.46,6.76,14.78,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,VISHNU,601.2,1.36,-5.57,585.91,676.89,640.0,1.97,23.16,28.39,53.14,chemicals,chemicals,16.62,2.2,0.15,0.26,0.15,0.2,6.3,594.0,7.76,-8.38,3.67,6.3,4.69,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,THERMAX,5159.5,8.51,-3.76,4699.07,5028.73,5277.8,0.63,59.5,80.68,54.34,industrials,electric equipment,46.78,-1.65,0.57,0.47,0.57,0.43,3.7,4690.2,3.51,-7.18,3.38,4.85,9.73,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,AJANTPHARM,3422.7,9.07,-0.91,2987.18,3392.22,3479.0,1.1,40.08,40.49,53.98,healthcare,pharmaceuticals - indian - formulations,15.36,3.09,0.13,0.28,0.13,0.24,3.86,3071.2,6.78,-6.3,2.83,4.58,6.16,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,IKS,1679.4,2.95,-1.49,1639.69,1740.51,1740.0,0.27,34.11,38.92,54.65,i.t,computers - software - medium / small,29.56,-0.46,-0.06,0.08,-0.06,0.07,0.93,1674.5,3.07,-4.88,2.78,3.68,3.89,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,YATHARTH,858.6,2.68,-2.23,810.66,893.14,874.7,1.67,43.54,46.97,59.0,healthcare,healthcare,12.72,2.26,0.17,0.11,0.17,0.09,2.5,831.1,5.09,-5.74,3.09,3.65,4.3,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,SUPRAJIT,460.9,1.56,-3.95,463.12,489.28,498.0,3.06,22.24,34.63,58.81,auto,auto ancillaries,30.63,-0.75,-0.05,-0.03,-0.05,-0.05,0.26,474.95,2.82,-3.25,3.41,3.38,9.85,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,FORTIS,956.95,1.19,-4.12,958.24,993.46,987.45,0.61,67.97,69.34,50.13,healthcare,healthcare,15.97,-1.21,0.04,-0.04,0.04,-0.05,1.65,960.05,1.84,-4.53,2.36,3.12,3.63,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-01T07:07:42.43,GRASIM,3100.0,0.34,-3.24,3107.53,3242.87,3186.0,0.42,26.84,42.34,62.93,textiles,textiles - manmade,17.75,0.18,0.04,0.1,0.04,0.09,1.5,3128.2,2.18,-3.65,1.84,2.12,6.24,2026-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30T22:23:31.355,KENNAMET,3060.3,1.86,-5.18,2826.45,3450.76,3197.0,1.05,32.72,47.39,54.77,industrials,castings & forgings,18.19,5.39,0.09,0.35,0.09,0.3,4.64,2999.3,11.04,-8.65,4.25,7.01,8.01,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30T22:23:31.355,VINCOFE,154.85,2.79,-10.36,155.19,165.09,164.6,1.39,26.88,29.58,55.59,consumer discretionary,trading,24.69,-2.87,-0.06,0.06,-0.06,0.01,5.14,152.31,3.19,-8.81,4.46,6.76,14.78,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30T22:23:31.355,VISHNU,601.2,1.36,-5.57,585.91,676.89,640.0,1.97,23.16,28.48,53.14,chemicals,chemicals,16.62,2.2,0.15,0.26,0.15,0.2,6.3,594.0,7.76,-8.38,3.67,6.3,4.69,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30T22:23:31.355,THERMAX,5159.5,8.51,-3.76,4699.07,5028.73,5277.8,0.63,59.5,80.14,54.34,industrials,electric equipment,46.78,-1.65,0.57,0.47,0.57,0.43,3.7,4690.2,3.51,-7.18,3.38,4.85,9.73,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30T22:23:31.355,AJANTPHARM,3422.7,9.07,-0.91,2987.18,3392.22,3479.0,1.1,40.08,40.04,53.98,healthcare,pharmaceuticals - indian - formulations,15.36,3.09,0.13,0.28,0.13,0.24,3.86,3071.2,6.78,-6.3,2.83,4.58,6.16,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30T22:23:31.355,IKS,1679.4,2.95,-1.49,1639.69,1740.51,1740.0,0.27,34.11,39.39,54.65,i.t,computers - software - medium / small,29.56,-0.46,-0.06,0.08,-0.06,0.07,0.93,1674.5,3.07,-4.88,2.78,3.68,3.89,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30T22:23:31.355,YATHARTH,858.6,2.68,-2.23,810.66,893.14,874.7,1.67,43.54,46.44,59.0,healthcare,healthcare,12.72,2.26,0.17,0.11,0.17,0.09,2.5,831.1,5.09,-5.74,3.09,3.65,4.3,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30T22:23:31.355,SUPRAJIT,460.9,1.56,-3.95,463.12,489.28,498.0,3.06,22.24,34.51,58.81,auto,auto ancillaries,30.63,-0.75,-0.05,-0.03,-0.05,-0.05,0.26,474.95,2.82,-3.25,3.41,3.38,9.85,2026-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
