Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Rs_score,Rscore_1mago,Rscore_3mago,Rscore_6mago,Rs_1m,Rs_3m,Rs_6m
2026-08-17T11:34:07.506,KRN,0.0,10.25,25.0,industrials,engineering,3462.43,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,MOREPENLAB,0.01,19.54,21.14,healthcare,pharmaceuticals - indian - bulk drugs & formln,3098.84,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,TFCILTD,0.03,9.75,10.43,financials,finance - term-lending institutions,5605.17,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,DALMIASUG,0.25,7.89,10.98,fmcg,sugar,894.75,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,SAHYADRI,0.25,15.51,19.54,building materials,cement products,126.46,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,MANORAMA,0.28,18.31,19.39,fmcg,food - processing - indian,5164.17,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,TVSSRICHAK,0.41,24.1,24.1,auto,tyres,1978.29,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,SETL,0.42,7.24,11.18,industrials,engineering,2460.39,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,AVALON,0.54,7.22,8.24,consumer discretionary,electronics - components,7575.67,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,E2E,0.72,12.76,20.34,i.t,computers - software - medium / small,8625.61,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,SENORES,1.24,3.04,7.37,healthcare,pharmaceuticals - indian - formulations,3733.0,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,HAPPYFORGE,1.24,11.09,16.33,industrials,castings & forgings,4431.38,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,KANPRPLA,1.4,15.29,32.96,industrials,packaging,208.25,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,RATNAVEER,1.44,16.94,19.53,metals & mining,steel - medium / small,937.63,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,ROLEXRINGS,1.47,5.19,16.74,auto,auto ancillaries,2329.89,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,AVTNPL,1.49,25.97,26.15,fmcg,solvent extraction,329.85,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,VARROC,1.55,4.65,7.55,auto,auto ancillaries,3289.87,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,SHILPAMED,1.63,7.27,7.32,healthcare,pharmaceuticals - indian - formulations,9506.73,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,NETWEB,1.8,8.42,10.86,i.t,computers - hardware,9726.68,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,NELCO,2.1,14.68,14.98,telecom,telecommunications - service provider,1245.44,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,VSSL,2.21,13.26,13.42,metals & mining,steel - medium / small,1709.24,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,MAWANASUG,2.25,9.56,11.81,fmcg,sugar,172.76,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,NRBBEARING,2.29,5.06,8.48,industrials,bearings,2528.31,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,DEEPINDS,2.29,6.44,8.2,energy,oil drilling / allied services,1595.92,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,AZAD,2.47,20.43,21.88,aerospace & defence,engineering,8306.29,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,AVADHSUGAR,2.51,14.47,14.88,fmcg,sugar,548.78,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,CYIENTDLM,2.62,7.58,8.06,aerospace & defence,electronics - components,2728.47,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,YASHO,2.62,6.92,6.92,chemicals,chemicals,1691.63,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-17T11:34:07.506,LUMAXTECH,2.65,4.97,17.55,auto,auto ancillaries,6162.67,2026-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
