Timestamp,Symbol,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Sector,Industry,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score,Scan_Date,From52wh,3d range,5d,Free float
2026-08-19T16:13:01.261,RRKABEL,2898.8,4.09,2721.95,2708.3,2818.17,3019.74,0.94,39.95,51.83,71.43,industrials,cables - power,46.72,2.86,100.71,0.88,1.01,2694.9,2564.07,32.65,2026-08-19,,,,
2026-08-19T16:13:01.261,WELCORP,1973.9,2.96,1888.17,1846.0,1876.3,2120.31,1.2,12.44,21.89,80.43,industrials,steel - large,44.67,5.2,150.68,1.25,1.29,1875.58,1811.94,31.49,2026-08-19,,,,
2026-08-19T16:13:01.261,CHENNPETRO,1440.3,2.59,1392.78,1308.0,1334.01,1599.74,2.84,5.2,5.01,64.71,energy,refineries,27.06,7.97,69.95,0.5,0.48,1281.6,1211.97,25.89,2026-08-19,,,,
2026-08-19T16:13:01.261,NATIONALUM,386.55,-0.37,371.42,375.0,388.87,383.08,1.15,8.86,10.55,55.99,metals & mining,aluminium and aluminium products,27.94,-0.6,4.88,0.05,0.4,359.41,339.06,23.11,2026-08-19,,,,
2026-08-19T16:13:01.261,DATAPATTNS,4774.2,0.78,4596.2,4440.0,4415.44,5312.34,0.8,302.93,98.98,62.1,aerospace & defence,electronics - components,9.86,8.13,92.08,0.56,0.6,4465.88,4258.34,20.99,2026-08-19,,,,
2026-08-19T16:13:01.261,FEDERALBNK,358.8,0.28,348.05,349.65,355.7,363.45,0.95,17.62,18.81,59.06,bank,banks - private sector,40.75,0.87,28.6,0.14,0.34,347.21,339.73,18.85,2026-08-19,,,,
2026-08-19T16:13:01.261,NAVINFLUOR,8270.0,0.18,8034.04,8110.0,8129.75,8480.38,0.54,43.57,53.54,59.16,chemicals,chemicals,30.34,1.73,35.3,0.22,0.37,7847.19,7578.08,16.02,2026-08-19,,,,
2026-08-19T16:13:01.261,WELSPUNLIV,181.24,1.94,169.11,159.01,159.5,213.85,2.06,26.81,58.29,67.58,textiles,textiles - products,22.63,13.63,52.95,0.2,0.25,162.4,149.02,13.53,2026-08-19,,,,
2026-08-19T16:13:01.261,HINDALCO,1038.95,-0.25,1005.04,1021.35,1049.21,1023.56,1.04,8.22,14.1,56.59,metals & mining,aluminium and aluminium products,29.73,-0.98,10.53,0.08,0.23,990.46,954.34,12.05,2026-08-19,,,,
2026-08-19T16:13:01.261,PNBHOUSING,1174.0,2.46,1115.24,1128.9,1134.29,1233.57,3.71,13.72,12.89,65.94,financials,finance - housing,24.66,3.5,22.16,0.25,0.29,1113.69,1070.36,11.83,2026-08-19,,,,
2026-08-19T16:13:01.261,VIJAYA,1500.0,0.18,1452.75,1465.0,1432.4,1601.39,0.18,72.67,82.13,65.65,healthcare,healthcare,37.39,4.72,53.49,0.35,0.45,1395.91,1323.73,10.8,2026-08-19,,,,
2026-08-19T16:13:01.261,TITAN,5068.0,0.38,4937.24,5010.0,5088.84,5036.75,1.29,63.26,77.77,67.65,consumer discretionary,diamond cutting / jewellery,51.65,-0.41,22.3,0.1,0.28,4911.58,4801.07,10.73,2026-08-19,,,,
2026-08-19T16:13:01.261,IPCALAB,1903.7,1.15,1825.74,1720.0,1721.09,2177.62,1.81,30.05,35.41,64.05,healthcare,pharmaceuticals - indian - bulk drugs & formln,22.14,10.61,28.04,0.18,0.27,1727.58,1629.69,10.62,2026-08-19,,,,
