Timestamp,Symbol,From52wh,3d range,5d,Sector,Industry,Free float,Scan_Date,Cmp,%ch,Low 2%,Low5,Sl,Target,R_vol,Forward pe,Pe,Rsi,Adx,%ch sl,Rs,Srs,Ars,Is,Tps,Rs score
2026-07-07T18:59:22.197,DIAMONDYD,0.31,4.12,9.24,fmcg,food - processing - indian,1300.51,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,VADILALIND,0.43,5.83,8.27,fmcg,food - processing - indian,1646.2,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,JAYBARMARU,0.8,11.51,12.3,auto,auto ancillaries,825.56,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,IRISDOREME,1.05,7.06,10.65,consumer discretionary,textiles - products,332.7,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,EQUITASBNK,1.12,5.64,5.64,bank,banks - private sector,9041.63,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,AKUMS,1.39,6.29,6.29,healthcare,pharmaceuticals - indian - bulk drugs & formln,2530.42,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,ITDC,1.4,20.57,20.57,services,hotels,782.06,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,SATIN,1.46,5.9,8.17,financials,finance & investments,1856.46,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,VENUSPIPES,1.58,5.34,8.28,metals & mining,steel - medium / small,1972.08,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,GANDHAR,1.61,6.41,7.52,energy,refineries,632.27,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,DHANBANK,1.71,10.83,16.69,bank,banks - private sector,1429.6,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,CYIENTDLM,1.83,14.73,20.12,consumer discretionary,electronics - components,2039.73,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,NRL,1.83,10.54,18.88,services,trading,181.07,2026-07-07,,,,,,,,,,,,,,,,,,
2026-07-07T18:59:22.197,SPARC,2.15,15.11,15.56,healthcare,miscellaneous,2967.2,2026-07-07,,,,,,,,,,,,,,,,,,
