Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Scan_Date,Lod dist%,Vars,Smavars,Market_cap,Low 2%,Low5,R_vol,Rsi,Adx,Rs,Is,Tps,Rs score,From52wh,3d range,5d
2026-03-25T13:12:06.229,LLOYDSME,,,1314.0,4.39,,1176.88,1519.67,16.53,26.82,metals & mining,mining / minerals / metals,,-0.05,-0.15,,,,,11.65,,,,,,,,,,,,,,,2026-03-25,,,,,1244.99,1177.2,1.27,60.57,13.29,0.46,1182.11,1109.68,0.52,,,
2026-03-25T13:12:06.229,JPPOWER,,,15.45,3.62,,14.15,17.39,NaN,20.42,power & utilities,power generation and supply,,-0.2,-0.37,,,,,9.16,,,,,,,,,,,,,,,2026-03-25,,,,,14.7,14.46,0.92,54.65,19.75,-11.08,13.14,11.69,0.43,,,
2026-03-25T13:12:06.229,IGIL,,,332.95,1.99,,317.64,355.92,26.76,26.56,miscellaneous,miscellaneous,,-0.13,-0.17,,,,,4.82,,,,,,,,,,,,,,,2026-03-25,,,,,321.29,316.0,0.3,53.55,10.5,-3.48,300.4,280.04,0.1,,,
2026-03-25T13:12:06.229,PREMIERENE,,,913.7,2.74,,824.74,1047.13,26.2,30.05,services,trading,,-0.2,-0.2,,,,,10.79,,,,,,,,,,,,,,,2026-03-25,,,,,873.62,843.9,0.63,76.79,27.47,-9.59,845.28,799.26,-0.86,,,
2026-03-25T13:12:06.229,THERMAX,,,3258.6,2.1,,3170.89,3390.16,44.96,52.72,industrials,electric equipment,,-0.07,-0.09,,,,,2.77,,,,,,,,,,,,,,,2026-03-25,,,,,3139.43,3050.0,0.81,58.18,14.35,0.0,2999.07,2847.62,-0.97,,,
2026-03-25T13:12:06.229,NHPC,,,77.82,1.67,,74.42,82.92,88.43,24.3,power & utilities,power generation and supply,,-0.17,-0.15,,,,,4.57,,,,,,,,,,,,,,,2026-03-25,,,,,75.18,74.7,0.38,58.05,15.67,-2.5,73.85,71.3,-1.03,,,
2026-03-25T13:12:06.229,AKUMS,,,490.0,2.57,,467.54,523.69,28.29,22.99,healthcare,pharmaceuticals - indian - bulk drugs & formln,,-0.02,-0.15,,,,,4.8,,,,,,,,,,,,,,,2026-03-25,,,,,469.22,463.0,0.35,55.3,16.85,2.72,452.57,430.3,-1.09,,,
2026-03-25T13:12:06.229,BALRAMCHIN,,,513.6,7.68,,480.28,563.59,22.85,21.49,fmcg,sugar,,-0.0,-0.19,,,,,6.94,,,,,,,,,,,,,,,2026-03-25,,,,,473.05,443.0,1.36,62.52,27.32,-8.05,460.67,421.12,-1.43,,,
2026-03-25T13:12:06.229,VGUARD,,,330.25,1.68,,314.54,353.82,63.51,49.51,industrials,electric equipment,,-0.18,-0.19,,,,,5.0,,,,,,,,,,,,,,,2026-03-25,,,,,317.67,311.8,0.36,56.93,15.8,-8.31,307.82,292.1,-1.71,,,
2026-03-25T13:12:06.229,MAHSEAMLES,,,566.5,2.89,,548.73,593.16,7.82,8.78,industrials,steel - large,,-0.15,-0.22,,,,,3.24,,,,,,,,,,,,,,,2026-03-25,,,,,542.43,535.05,0.92,56.7,14.99,-13.7,526.99,500.86,-4.57,,,
2026-03-25T13:12:06.229,HAPPSTMNDS,,,404.3,1.23,,378.46,443.05,37.71,32.42,i.t,computers - software - medium / small,,-0.33,-0.38,,,,,6.83,,,,,,,,,,,,,,,2026-03-25,,,,,390.77,370.05,0.24,56.05,21.24,-30.43,359.34,328.18,-9.07,,,
2026-03-25T13:12:06.229,PRAJIND,,,327.85,4.88,,299.55,370.3,-122.33,110.07,industrials,engineering,,-0.16,-0.36,,,,,9.45,,,,,,,,,,,,,,,2026-03-25,,,,,308.01,300.4,0.75,59.87,22.26,-17.77,299.42,282.25,-9.82,,,
2026-03-25T13:12:06.229,ATHERENERG,,,784.0,3.57,,718.84,881.74,-88.29,-37.24,auto,automobiles - scooters and 3 - wheelers,,0.3,1.28,,,,,9.06,,,,,,,,,,,,,,,2026-03-25,,,,,746.96,717.05,1.06,66.68,16.88,81.81,705.79,657.98,NaN,,,
2026-03-19T12:46:51.145,KTKBANK,,,,,,,,,,bank,banks - private sector,,,,,,,,,,,,,,,,,,,,,8876.84,,2026-03-19,,,,,,,,,,,,,,1.46,10.55,12.88
2026-03-19T12:46:51.145,AETHER,,,,,,,,,,chemicals,chemicals,,,,,,,,,,,,,,,,,,,,,3504.6,,2026-03-19,,,,,,,,,,,,,,2.45,7.71,10.41
2026-03-19T12:46:51.145,CCL,,,,,,,,,,fmcg,tea,,,,,,,,,,,,,,,,,,,,,7528.26,,2026-03-19,,,,,,,,,,,,,,2.62,3.34,4.87
2026-03-19T12:46:51.145,SEAMECLTD,,,,,,,,,,miscellaneous,miscellaneous,,,,,,,,,,,,,,,,,,,,,970.62,,2026-03-19,,,,,,,,,,,,,,3.28,8.01,8.58
2026-03-19T12:46:51.145,VTL,,,,,,,,,,textiles,textiles - cotton/blended,,,,,,,,,,,,,,,,,,,,,5563.22,,2026-03-19,,,,,,,,,,,,,,3.38,6.02,7.26
2026-03-19T12:46:51.145,EMCURE,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,,,,,,,,,,,,,6278.23,,2026-03-19,,,,,,,,,,,,,,5.6,5.3,9.14
2026-03-19T12:46:51.145,J&KBANK,,,,,,,,,,bank,banks - private sector,,,,,,,,,,,,,,,,,,,,,5416.42,,2026-03-19,,,,,,,,,,,,,,5.71,4.5,9.66
2026-03-19T12:46:51.145,CHENNPETRO,,,,,,,,,,energy,refineries,,,,,,,,,,,,,,,,,,,,,5027.21,,2026-03-19,,,,,,,,,,,,,,6.44,11.33,23.76
2026-03-19T12:46:51.145,GRANULES,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs & formln,,,,,,,,,,,,,,,,,,,,,8691.15,,2026-03-19,,,,,,,,,,,,,,6.63,4.43,6.14
2026-03-19T12:46:51.145,VENUSREM,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,,,,,,,,,,,,,674.49,,2026-03-19,,,,,,,,,,,,,,8.29,8.95,9.85
2026-03-19T12:46:51.145,STLTECH,,,,,,,,,,industrials,cables - telephone,,,,,,,,,,,,,,,,,,,,,5098.23,,2026-03-19,,,,,,,,,,,,,,8.61,13.79,18.82
2026-03-19T12:46:51.145,STYLAMIND,,,,,,,,,,building materials,miscellaneous,,,,,,,,,,,,,,,,,,,,,1789.27,,2026-03-19,,,,,,,,,,,,,,9.12,1.17,1.17
2026-03-19T12:46:51.145,GODAVARIB,,,,,,,,,,fmcg,sugar,,,,,,,,,,,,,,,,,,,,,594.82,,2026-03-19,,,,,,,,,,,,,,9.15,18.51,22.71
2026-03-19T12:46:51.145,ABSLAMC,,,,,,,,,,financials,finance & investments,,,,,,,,,,,,,,,,,,,,,6898.86,,2026-03-19,,,,,,,,,,,,,,9.33,5.55,7.99
2026-03-19T12:46:51.145,SANSERA,,,,,,,,,,auto,auto ancillaries,,,,,,,,,,,,,,,,,,,,,9424.41,,2026-03-19,,,,,,,,,,,,,,9.47,9.53,13.49
2026-03-19T12:46:51.145,MBAPL,,,,,,,,,,chemicals,fertilizers,,,,,,,,,,,,,,,,,,,,,977.69,,2026-03-19,,,,,,,,,,,,,,9.69,6.27,8.32
2026-03-19T12:46:51.145,MTARTECH,,,,,,,,,,aerospace & defence,engineering,,,,,,,,,,,,,,,,,,,,,7510.65,,2026-03-19,,,,,,,,,,,,,,10.25,8.2,12.87
2026-03-19T12:46:51.145,AEROFLEX,,,,,,,,,,metals & mining,steel - medium / small,,,,,,,,,,,,,,,,,,,,,1004.52,,2026-03-19,,,,,,,,,,,,,,10.31,12.13,15.42
2026-03-19T12:46:51.145,CIEINDIA,,,,,,,,,,industrials,castings & forgings,,,,,,,,,,,,,,,,,,,,,6122.3,,2026-03-19,,,,,,,,,,,,,,10.55,8.72,13.32
2026-03-19T12:46:51.145,PFOCUS,,,,,,,,,,realty,miscellaneous,,,,,,,,,,,,,,,,,,,,,7949.39,,2026-03-19,,,,,,,,,,,,,,11.19,5.68,8.78
2026-03-19T12:46:51.145,DYNAMATECH,,,,,,,,,,industrials,engineering,,,,,,,,,,,,,,,,,,,,,3831.33,,2026-03-19,,,,,,,,,,,,,,11.38,9.97,13.36
2026-03-19T12:46:51.145,MRPL,,,,,,,,,,energy,refineries,,,,,,,,,,,,,,,,,,,,,3729.7,,2026-03-19,,,,,,,,,,,,,,12.2,13.98,21.9
2026-03-19T12:46:51.145,LUMAXTECH,,,,,,,,,,auto,auto ancillaries,,,,,,,,,,,,,,,,,,,,,4800.52,,2026-03-19,,,,,,,,,,,,,,12.28,14.61,25.24
2026-03-19T12:46:51.145,BLISSGVS,,,,,,,,,,healthcare,pharmaceuticals - indian - formulations,,,,,,,,,,,,,,,,,,,,,1449.76,,2026-03-19,,,,,,,,,,,,,,13.08,8.7,12.78
2026-03-19T12:46:51.145,MANGLMCEM,,,,,,,,,,building materials,cement - north india,,,,,,,,,,,,,,,,,,,,,1343.65,,2026-03-19,,,,,,,,,,,,,,13.39,6.44,6.6
2026-03-19T12:46:51.145,SMSPHARMA,,,,,,,,,,healthcare,pharmaceuticals - indian - bulk drugs,,,,,,,,,,,,,,,,,,,,,1119.87,,2026-03-19,,,,,,,,,,,,,,13.7,5.85,13.14
2026-03-19T12:46:51.145,PRIVISCL,,,,,,,,,,chemicals,chemicals,,,,,,,,,,,,,,,,,,,,,4530.11,,2026-03-19,,,,,,,,,,,,,,14.45,7.14,9.03
2026-03-19T12:46:51.145,PRECWIRE,,,,,,,,,,metals & mining,mining / minerals / metals,,,,,,,,,,,,,,,,,,,,,2415.03,,2026-03-19,,,,,,,,,,,,,,14.49,12.18,16.67
2026-03-19T12:46:51.145,MAHLOG,,,,,,,,,,transportation,miscellaneous,,,,,,,,,,,,,,,,,,,,,1482.51,,2026-03-19,,,,,,,,,,,,,,14.49,6.75,8.9
2026-03-19T12:46:51.145,BAJAJCON,,,,,,,,,,fmcg,personal care - indian,,,,,,,,,,,,,,,,,,,,,2584.92,,2026-03-19,,,,,,,,,,,,,,15.1,8.14,12.03
2026-03-19T12:46:51.145,SKYGOLD,,,,,,,,,,consumer discretionary,diamond cutting / jewellery,,,,,,,,,,,,,,,,,,,,,2532.31,,2026-03-19,,,,,,,,,,,,,,15.49,8.63,9.46
2026-03-19T12:46:51.145,AARTIIND,,,,,,,,,,chemicals,chemicals,,,,,,,,,,,,,,,,,,,,,8775.79,,2026-03-19,,,,,,,,,,,,,,15.49,5.1,8.55
2026-03-19T12:46:51.145,JPOLYINVST,,,,,,,,,,financials,finance & investments,,,,,,,,,,,,,,,,,,,,,324.04,,2026-03-19,,,,,,,,,,,,,,18.34,6.06,11.7
2026-03-19T12:46:51.145,MEDPLUS,,,,,,,,,,consumer discretionary,trading,,,,,,,,,,,,,,,,,,,,,6002.37,,2026-03-19,,,,,,,,,,,,,,19.74,4.18,5.73
2026-03-19T12:46:51.145,AVANTIFEED,,,,,,,,,,fmcg,food - processing - indian,,,,,,,,,,,,,,,,,,,,,9173.77,,2026-03-19,,,,,,,,,,,,,,20.35,7.02,7.82
2026-03-19T12:46:51.145,GRWRHITECH,,,,,,,,,,industrials,packaging,,,,,,,,,,,,,,,,,,,,,3416.11,,2026-03-19,,,,,,,,,,,,,,21.74,5.01,10.67
2026-03-19T12:46:51.145,APEX,,,,,,,,,,fmcg,aquaculture,,,,,,,,,,,,,,,,,,,,,310.24,,2026-03-19,,,,,,,,,,,,,,25.69,18.67,21.31
2026-03-19T12:46:51.145,ICEMAKE,,,,,,,,,,industrials,engineering,,,,,,,,,,,,,,,,,,,,,319.26,,2026-03-19,,,,,,,,,,,,,,27.81,8.13,9.45
