Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Brackets12,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Scan_Date,Low 2%,Low5,R_vol,Rsi,Adx,Rs,Is,Tps,Rs score,Low,Max2,W rsi,Adr p - adr%
2026-04-18T06:32:57.245,PAYTM,1165.0,1145.15,1161.65,1.11,1095.65,1064.34,1356.26,82.5,-430.24,i.t,miscellaneous,9.0,-0.16,0.05,-0.16,0.04,3.63,3.63,1.73,3.62,3.33,67.43,42.0,3.87,3.87,1.61,62.54,74350.91,0.25,-0.39,1.7,39.28,640045681,640045681,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,HBLENGINE,794.9,778.0,786.5,0.42,738.61,708.14,943.21,24.73,27.38,auto,auto ancillaries,14.15,-0.19,0.31,-0.22,0.3,3.0,3.0,2.17,3.97,3.34,77.4,31.24,4.17,4.17,2.48,80.58,21801.38,0.64,0.37,2.75,27.21,113342637,277194946,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,GMRAIRPORT,97.93,95.8,96.85,0.1,91.56,91.23,108.1,201.77,-276.71,miscellaneous,miscellaneous,8.53,-0.01,0.04,-0.0,0.04,2.22,2.22,2.22,3.6,1.1,1.97,3.48,3.53,3.53,0.56,75.16,102263.68,2.0,1.36,0.58,30.14,3564696146,10558975952,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,FORTIS,897.55,867.0,890.2,1.87,847.98,814.15,1042.29,86.6,69.98,healthcare,healthcare,8.39,-0.25,0.02,-0.26,0.0,4.25,4.25,3.52,3.23,4.06,20.46,28.76,3.36,3.36,0.71,56.06,67206.37,3.16,2.54,0.73,80.67,519662253,754958148,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,VOLTAS,1447.8,1393.5,1440.1,2.22,1355.0,1240.47,1839.37,140.09,95.18,consumer discretionary,air-conditioners,15.34,-0.06,0.04,-0.07,0.02,4.37,4.37,3.9,4.02,4.29,22.42,57.87,4.23,4.23,0.39,113.16,47650.71,3.3,2.33,0.39,80.53,230631260,330884740,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,ADANIPORTS,1578.5,1549.2,1573.4,1.52,1499.52,1415.83,1888.53,28.02,27.26,transportation,miscellaneous,10.5,-0.0,0.09,-0.01,0.08,4.54,4.54,1.89,3.13,6.25,109.69,49.26,3.01,3.01,2.23,189.48,362504.92,3.88,2.45,2.39,49.13,736762860,2303959098,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,TATAINVEST,717.3,705.0,712.65,0.38,670.31,625.65,886.66,119.57,17.47,financials,finance & investments,19.1,-0.3,0.02,-0.37,0.02,2.04,2.04,1.74,4.24,1.38,77.49,30.18,4.12,4.12,2.57,38.79,36056.74,4.01,1.92,2.88,25.34,134663490,505952960,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,NMDC,90.15,87.26,89.78,3.01,85.71,82.44,104.47,11.22,11.44,metals & mining,mining / minerals / metals,7.19,0.08,0.2,0.05,0.17,5.01,5.01,3.31,3.02,4.58,8.69,2.71,3.05,3.05,3.21,152.95,78932.94,4.25,4.13,3.55,93.06,3446916837,8791817550,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,HEG,646.25,628.0,633.0,0.98,593.72,561.95,775.11,14.76,32.03,industrials,electrodes - graphites,9.42,0.14,0.15,0.11,0.14,9.53,9.53,2.91,4.27,10.66,91.0,27.05,4.55,4.55,3.36,121.06,12215.48,4.68,3.07,3.93,18.49,84368660,192977530,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,JSWENERGY,540.7,534.2,538.05,0.39,510.56,491.02,632.11,55.81,41.23,power & utilities,power generation and supply,7.96,-0.09,-0.01,-0.09,-0.02,4.07,4.07,1.22,3.57,3.79,47.58,19.2,3.4,3.4,2.48,112.14,94038.68,5.87,4.97,2.72,20.06,537172638,1747768451,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,TORNTPOWER,1570.6,1520.6,1565.0,2.85,1489.88,1393.23,1908.54,30.66,24.97,power & utilities,power generation and supply,11.43,0.1,0.13,0.08,0.1,4.15,4.15,3.29,3.03,5.6,111.09,47.35,3.31,3.31,2.35,138.24,78860.9,6.67,6.43,2.53,93.78,246460225,503903543,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,KEI,4866.2,4634.5,4839.3,4.13,4564.98,4219.88,6078.14,49.24,53.73,industrials,cables - power,12.72,0.01,0.2,-0.03,0.15,6.09,6.09,5.0,3.83,6.71,347.7,185.34,3.73,3.73,1.88,113.44,46264.0,6.75,5.65,2.02,110.5,62139603,95600595,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,AMBER,7992.5,7714.0,7958.5,3.16,7496.55,6714.72,10446.05,-256.73,166.25,consumer discretionary,air-conditioners,18.05,-0.1,-0.04,-0.14,-0.07,6.07,6.07,3.61,3.97,9.58,800.55,316.13,4.08,4.08,2.53,103.43,27991.67,7.23,6.58,2.82,77.34,21738805,35172042,2026-04-18,,,,,,,,,,,,,
2026-04-18T06:32:57.245,TATAPOWER,432.0,424.6,427.6,0.23,409.63,395.09,492.61,44.36,36.05,power & utilities,power generation and supply,7.59,-0.01,0.03,-0.0,0.03,3.8,3.8,1.74,2.9,4.29,42.9,12.39,3.15,3.15,3.46,100.45,136632.72,7.49,7.12,3.85,24.22,1698081982,3195339547,2026-04-18,,,,,,,,,,,,,
2026-04-17T23:20:48.477,PAYTM,1165.0,1145.15,1161.65,1.11,1095.65,1064.34,1356.26,82.5,-425.5,i.t,miscellaneous,9.0,-0.16,0.05,-0.16,0.04,3.63,3.63,1.73,3.62,3.33,67.43,42.0,3.87,3.87,1.61,62.54,73531.65,0.25,-0.39,1.7,39.28,640045681,640045681,2026-04-17,,,,,,,,,,,,,
